gene_id,ortholog_genes_Ps,intron_id_Tt,intron_id_Pc,intron_id_Pt,intron_id,intron_age,intron_gc_content,intron_width
000054F_DK2_H1.65,1,NA,scaffold_0012_282597_282619,scaffold51_10_677196_677221,000054F_DK2_H1_110203_110229,2,14.814814814814811,27
000054F_DK2_H1.65,1,NA,scaffold_0012_282915_282937,scaffold51_10_677517_677539,000054F_DK2_H1_110525_110548,2,20.833333333333336,24
000054F_DK2_H2.16,1,NA,NA,scaffold51_34_431174_431204,000054F_DK2_H2_32277_32298,2,18.181818181818183,22
000054F_DK2_H2.16,1,NA,NA,NA,000054F_DK2_H2_31720_31744,1,20,25
000054F_DK2_H2.16,1,NA,NA,NA,000054F_DK2_H2_31904_31928,1,16,25
000054F_DK2_H2.16,1,NA,NA,NA,000054F_DK2_H2_35877_35902,1,19.230769230769234,26
000054F_DK2_H2.16,1,NA,NA,NA,000054F_DK2_H2_36029_36054,1,19.230769230769234,26
000054F_DK2_H2.17,1,chr_125_331145_331325,scaffold_0021_247046_247065,scaffold51_45_296244_296268,000054F_DK2_H2_36239_36260,3,31.818181818181817,22
000054F_DK2_H2.19,1,NA,scaffold_0021_241831_241860,scaffold51_107_186463_186493,000054F_DK2_H2_40860_40886,2,33.33333333333333,27
000054F_DK2_H2.19,1,NA,scaffold_0021_241989_242009,scaffold51_107_186622_186649,000054F_DK2_H2_40708_40731,2,20.833333333333336,24
000054F_DK2_H2.19,1,NA,scaffold_0021_242624_242646,scaffold51_107_187294_187319,000054F_DK2_H2_40392_40428,2,18.91891891891892,37
000054F_DK2_H2.26,1,NA,scaffold_0017_187408_187428,scaffold51_3_445222_445247,000054F_DK2_H2_56430_56455,2,7.6923076923076925,26
000054F_DK2_H2.26,1,NA,NA,NA,000054F_DK2_H2_54948_54985,1,15.789473684210526,38
000054F_DK2_H2.26,1,NA,NA,NA,000054F_DK2_H2_55246_55274,1,10.344827586206897,29
000054F_DK2_H2.26,1,NA,NA,NA,000054F_DK2_H2_55801_55826,1,19.230769230769234,26
000054F_DK2_H2.26,1,NA,NA,NA,000054F_DK2_H2_55991_56055,1,15.384615384615383,65
000054F_DK2_H2.26,1,NA,NA,NA,000054F_DK2_H2_56550_56572,1,13.043478260869565,23
000054F_DK2_H2.42,1,NA,scaffold_0026_55898_55918,scaffold51_66_169495_169519,000054F_DK2_H2_81464_81489,2,11.538461538461538,26
000054F_DK2_H2.42,1,NA,NA,NA,000054F_DK2_H2_81142_81167,1,19.230769230769234,26
000054F_DK2_H2.5,1,NA,scaffold_0044_261098_261123,scaffold51_170_129203_129228,000054F_DK2_H2_16562_16583,2,22.727272727272727,22
000054F_DK2_H2.5,1,NA,scaffold_0044_261472_261493,NA,000054F_DK2_H2_16932_16954,2,8.695652173913043,23
000054F_DK2_H2.5,1,NA,scaffold_0044_262318_262338,scaffold51_170_127983_128004,000054F_DK2_H2_17744_17766,2,17.391304347826086,23
000054F_DK2_H2.5,1,NA,scaffold_0044_263148_263170,scaffold51_170_127148_127172,000054F_DK2_H2_18565_18593,2,10.344827586206897,29
000054F_DK2_H2.5,1,NA,NA,NA,000054F_DK2_H2_18268_18293,1,15.384615384615383,26
000054F_DK2_H2.50,1,NA,scaffold_0009_321536_321560,scaffold51_173_64892_64915,000054F_DK2_H2_89105_89130,2,19.230769230769234,26
000054F_DK2_H2.50,1,NA,scaffold_0009_321648_321670,scaffold51_173_65003_65025,000054F_DK2_H2_88993_89017,2,24,25
000054F_DK2_H2.50,1,NA,scaffold_0009_322161_322181,scaffold51_173_65516_65537,000054F_DK2_H2_88466_88496,2,9.67741935483871,31
000054F_DK2_H2.50,1,NA,NA,NA,000054F_DK2_H2_88825_88850,1,42.30769230769231,26
000054F_DK2_H2.50,1,NA,NA,NA,000054F_DK2_H2_89406_89430,1,40,25
000054F_DK2_H2.50,1,NA,NA,NA,000054F_DK2_H2_89713_89741,1,24.13793103448276,29
000054F_DK2_H2.50,1,NA,NA,NA,000054F_DK2_H2_89905_89940,1,8.333333333333332,36
000054F_DK2_H2.50,1,NA,NA,NA,000054F_DK2_H2_90171_90193,1,21.73913043478261,23
000054F_DK2_H2.51,1,NA,scaffold_0012_273472_273494,scaffold51_5_30267_30289,000054F_DK2_H2_90765_90789,2,16,25
000054F_DK2_H2.51,1,NA,NA,NA,000054F_DK2_H2_90869_90887,1,21.052631578947366,19
000054F_DK2_H2.53,1,NA,scaffold_0001_3773_3794,scaffold51_17_13490_13511,000054F_DK2_H2_99011_99036,2,11.538461538461538,26
000054F_DK2_H2.53,1,NA,scaffold_0001_5546_5570,scaffold51_17_15275_15299,000054F_DK2_H2_97243_97273,2,19.35483870967742,31
000054F_DK2_H2.53,1,NA,NA,scaffold51_17_15432_15456,000054F_DK2_H2_97088_97110,2,8.695652173913043,23
000054F_DK2_H2.53,1,NA,NA,NA,000054F_DK2_H2_102129_102148,1,15,20
000054F_DK2_H2.53,1,NA,NA,NA,000054F_DK2_H2_102202_102294,1,21.50537634408602,93
000054F_DK2_H2.53,1,NA,NA,NA,000054F_DK2_H2_102747_102768,1,18.181818181818183,22
000054F_DK2_H2.53,1,NA,NA,NA,000054F_DK2_H2_103064_103087,1,12.5,24
000054F_DK2_H2.55,1,NA,scaffold_0012_276791_276815,scaffold51_10_676220_676243,000054F_DK2_H2_104471_104490,2,30,20
000054F_DK2_H2.56,1,NA,NA,NA,000054F_DK2_H2_105030_105053,1,20.833333333333336,24
000054F_DK2_H2.56,1,NA,NA,NA,000054F_DK2_H2_106174_106196,1,8.695652173913043,23
000054F_DK2_H2.56,1,NA,NA,NA,000054F_DK2_H2_109669_109703,1,14.285714285714285,35
000054F_DK2_H2.58,1,NA,scaffold_0015_102968_102988,scaffold51_81_35480_35507,000054F_DK2_H2_113022_113044,2,17.391304347826086,23
000054F_DK2_H2.58,1,NA,scaffold_0015_104756_104777,scaffold51_81_33734_33758,000054F_DK2_H2_111253_111280,2,10.714285714285714,28
000054F_DK2_H2.58,1,NA,NA,scaffold51_81_33478_33501,000054F_DK2_H2_111010_111038,2,13.79310344827586,29
000054F_DK2_H2.58,1,NA,NA,NA,000054F_DK2_H2_111708_111738,1,9.67741935483871,31
000054F_DK2_H2.58,1,NA,NA,NA,000054F_DK2_H2_112417_112439,1,17.391304347826086,23
000054F_DK2_H2.58,1,NA,NA,NA,000054F_DK2_H2_113179_113202,1,8.333333333333332,24
000055F_DK2_H1.10,1,NA,NA,NA,000055F_DK2_H1_12113_12135,1,13.043478260869565,23
000055F_DK2_H1.10,1,NA,NA,NA,000055F_DK2_H1_12408_12434,1,14.814814814814811,27
000055F_DK2_H1.11,1,NA,scaffold_0021_3982_4003,scaffold51_58_169741_169763,000055F_DK2_H1_12911_12935,2,28.000000000000004,25
000055F_DK2_H1.11,1,NA,scaffold_0021_4469_4490,scaffold51_58_169256_169283,000055F_DK2_H1_13394_13416,2,13.043478260869565,23
000055F_DK2_H1.11,1,NA,NA,NA,000055F_DK2_H1_12725_12747,1,17.391304347826086,23
000055F_DK2_H1.11,1,NA,NA,NA,000055F_DK2_H1_12771_12796,1,15.384615384615383,26
000055F_DK2_H1.11,1,NA,NA,NA,000055F_DK2_H1_13027_13055,1,13.79310344827586,29
000055F_DK2_H1.12,1,NA,scaffold_0070_12757_12778,scaffold51_55_436143_436167,000055F_DK2_H1_16490_16512,2,17.391304347826086,23
000055F_DK2_H1.12,1,NA,NA,NA,000055F_DK2_H1_14170_14193,1,8.333333333333332,24
000055F_DK2_H1.12,1,NA,NA,NA,000055F_DK2_H1_17832_17858,1,14.814814814814811,27
000055F_DK2_H1.12,1,NA,NA,NA,000055F_DK2_H1_18012_18034,1,21.73913043478261,23
000055F_DK2_H1.12,1,NA,NA,NA,000055F_DK2_H1_18168_18190,1,21.73913043478261,23
000055F_DK2_H1.12,1,NA,NA,NA,000055F_DK2_H1_18342_18362,1,14.285714285714285,21
000055F_DK2_H1.13,1,chr_156_282682_282934,scaffold_0034_293093_293114,scaffold51_64_157611_157636;scaffold51_42_382467_382495,000055F_DK2_H1_19801_19823,3,8.695652173913043,23
000055F_DK2_H1.13,1,chr_156_283003_283061,scaffold_0034_293183_293205,scaffold51_42_382375_382398,000055F_DK2_H1_19708_19732,3,20,25
000055F_DK2_H1.13,1,chr_156_283182_283346,scaffold_0034_293326_293347,scaffold51_64_157394_157422;scaffold51_42_382232_382254,000055F_DK2_H1_19562_19587,3,11.538461538461538,26
000055F_DK2_H1.14,1,NA,scaffold_0007_12646_12668,scaffold51_36_282031_282055,000055F_DK2_H1_25843_25865,2,13.043478260869565,23
000055F_DK2_H1.14,1,NA,scaffold_0007_13527_13549,scaffold51_36_282909_282933,000055F_DK2_H1_26686_26707,2,13.636363636363637,22
000055F_DK2_H1.14,1,NA,scaffold_0007_6984_7006,scaffold51_36_276363_276383,000055F_DK2_H1_20202_20224,2,26.08695652173913,23
000055F_DK2_H1.14,1,NA,scaffold_0007_7368_7389,scaffold51_36_276745_276766,000055F_DK2_H1_20586_20607,2,9.090909090909092,22
000055F_DK2_H1.14,1,NA,NA,NA,000055F_DK2_H1_20812_20833,1,13.636363636363637,22
000055F_DK2_H1.14,1,NA,NA,NA,000055F_DK2_H1_26608_26634,1,22.22222222222222,27
000055F_DK2_H1.14,1,NA,NA,NA,000055F_DK2_H1_26989_27050,1,22.58064516129032,62
000055F_DK2_H1.14,1,NA,NA,NA,000055F_DK2_H1_27427_27451,1,16,25
000055F_DK2_H1.14,1,NA,NA,NA,000055F_DK2_H1_28381_28405,1,24,25
000055F_DK2_H1.14,1,NA,NA,NA,000055F_DK2_H1_28446_28538,1,16.129032258064516,93
000055F_DK2_H1.14,1,NA,NA,NA,000055F_DK2_H1_29259_29280,1,13.636363636363637,22
000055F_DK2_H1.14,1,NA,NA,NA,000055F_DK2_H1_29628_29660,1,18.181818181818183,33
000055F_DK2_H1.14,1,NA,NA,NA,000055F_DK2_H1_30639_30661,1,17.391304347826086,23
000055F_DK2_H1.15,1,NA,scaffold_0009_208291_208313,NA,000055F_DK2_H1_31615_31643,2,6.896551724137931,29
000055F_DK2_H1.15,1,NA,NA,scaffold51_77_351230_351254,000055F_DK2_H1_32076_32123,2,22.916666666666664,48
000055F_DK2_H1.15,1,NA,NA,scaffold51_77_351390_351412,000055F_DK2_H1_32259_32281,2,26.08695652173913,23
000055F_DK2_H1.15,1,NA,NA,scaffold51_77_351565_351588,000055F_DK2_H1_32434_32462,2,13.79310344827586,29
000055F_DK2_H1.15,1,NA,NA,NA,000055F_DK2_H1_31803_31834,1,25,32
000055F_DK2_H1.15,1,NA,NA,NA,000055F_DK2_H1_32607_32636,1,26.666666666666668,30
000055F_DK2_H1.16,1,chr_132_253667_253829,scaffold_0051_124901_124921,scaffold51_30_307069_307094;scaffold51_31_132416_132438,000055F_DK2_H1_33280_33306,3,14.814814814814811,27
000055F_DK2_H1.16,1,NA,scaffold_0051_124777_124799,scaffold51_30_307196_307217;scaffold51_31_132292_132314,000055F_DK2_H1_33156_33178,2,26.08695652173913,23
000055F_DK2_H1.16,1,NA,NA,NA,000055F_DK2_H1_32857_32879,1,17.391304347826086,23
000055F_DK2_H1.18,1,chr_124_839331_839486,scaffold_0084_63722_63742,scaffold51_433_520_544;scaffold51_45_298464_298487,000055F_DK2_H1_35186_35208,3,8.695652173913043,23
000055F_DK2_H1.18,1,chr_124_841975_842466,scaffold_0084_62441_62463,scaffold51_433_1818_1845;scaffold51_45_297164_297191,000055F_DK2_H1_36475_36503,3,13.79310344827586,29
000055F_DK2_H1.18,1,chr_124_842640_843263,scaffold_0084_62247_62267,scaffold51_433_2019_2043;scaffold51_45_296966_296990,000055F_DK2_H1_36677_36701,3,20,25
000055F_DK2_H1.18,1,NA,scaffold_0084_63302_63323,scaffold51_433_950_979;scaffold51_45_298030_298058,000055F_DK2_H1_35611_35636,2,15.384615384615383,26
000055F_DK2_H1.18,1,NA,scaffold_0084_63546_63566,scaffold51_433_700_727;scaffold51_45_298281_298308,000055F_DK2_H1_35364_35388,2,12,25
000055F_DK2_H1.21,1,NA,scaffold_0055_165697_165716,scaffold51_73_282937_282964,000055F_DK2_H1_42805_42828,2,12.5,24
000055F_DK2_H1.21,1,NA,NA,NA,000055F_DK2_H1_40068_40089,1,9.090909090909092,22
000055F_DK2_H1.21,1,NA,NA,NA,000055F_DK2_H1_40192_40214,1,17.391304347826086,23
000055F_DK2_H1.21,1,NA,NA,NA,000055F_DK2_H1_41141_41161,1,9.523809523809524,21
000055F_DK2_H1.24,1,NA,NA,NA,000055F_DK2_H1_47010_47030,1,14.285714285714285,21
000055F_DK2_H1.24,1,NA,NA,NA,000055F_DK2_H1_47238_47258,1,9.523809523809524,21
000055F_DK2_H1.24,1,NA,NA,NA,000055F_DK2_H1_47403_47424,1,27.27272727272727,22
000055F_DK2_H1.24,1,NA,NA,NA,000055F_DK2_H1_47509_47532,1,29.166666666666668,24
000055F_DK2_H1.25,1,NA,NA,NA,000055F_DK2_H1_48093_48113,1,19.047619047619047,21
000055F_DK2_H1.25,1,NA,NA,NA,000055F_DK2_H1_48305_48327,1,8.695652173913043,23
000055F_DK2_H1.26,1,chr_168_105382_105502,scaffold_0058_116940_116961,scaffold51_30_215016_215044,000055F_DK2_H1_49237_49262,3,11.538461538461538,26
000055F_DK2_H1.26,1,chr_168_105730_105968,scaffold_0058_117125_117148,scaffold51_30_215208_215231,000055F_DK2_H1_49056_49079,3,12.5,24
000055F_DK2_H1.26,1,chr_168_106065_106204,scaffold_0058_117245_117270,scaffold51_30_215328_215358,000055F_DK2_H1_48934_48959,3,15.384615384615383,26
000055F_DK2_H1.26,1,chr_168_106381_106556,scaffold_0058_117444_117468,scaffold51_30_215532_215555,000055F_DK2_H1_48740_48763,3,16.666666666666664,24
000055F_DK2_H1.26,1,chr_168_106648_106744,scaffold_0058_117560_117581,scaffold51_30_215647_215668,000055F_DK2_H1_48624_48648,3,12,25
000055F_DK2_H1.27,1,NA,NA,NA,000055F_DK2_H1_49780_49802,1,13.043478260869565,23
000055F_DK2_H1.27,1,NA,NA,NA,000055F_DK2_H1_50806_50833,1,10.714285714285714,28
000055F_DK2_H1.27,1,NA,NA,NA,000055F_DK2_H1_54867_54889,1,13.043478260869565,23
000055F_DK2_H1.28,1,NA,scaffold_0023_56988_57008,scaffold51_31_231684_231710,000055F_DK2_H1_56701_56731,2,12.903225806451612,31
000055F_DK2_H1.28,1,NA,NA,NA,000055F_DK2_H1_56017_56044,1,7.142857142857142,28
000055F_DK2_H1.28,1,NA,NA,NA,000055F_DK2_H1_56413_56438,1,19.230769230769234,26
000055F_DK2_H1.29,1,NA,scaffold_0009_178963_178986,scaffold51_10_242482_242507,000055F_DK2_H1_57918_57945,2,17.857142857142858,28
000055F_DK2_H1.29,1,NA,scaffold_0009_179196_179216,scaffold51_10_242251_242275,000055F_DK2_H1_58143_58164,2,13.636363636363637,22
000055F_DK2_H1.30,1,NA,scaffold_0003_17401_17421,scaffold51_74_231019_231044,000055F_DK2_H1_61132_61153,2,13.636363636363637,22
000055F_DK2_H1.30,1,NA,NA,NA,000055F_DK2_H1_58838_58869,1,12.5,32
000055F_DK2_H1.31,1,NA,NA,scaffold51_15_372176_372200,000055F_DK2_H1_62005_62026,2,18.181818181818183,22
000055F_DK2_H1.32,1,chr_168_139681_139873,scaffold_0004_241177_241198,scaffold51_117_193046_193068,000055F_DK2_H1_63636_63661,3,11.538461538461538,26
000055F_DK2_H1.32,1,chr_168_140066_140121,scaffold_0004_241382_241405,scaffold51_117_193252_193280,000055F_DK2_H1_63851_63873,3,21.73913043478261,23
000055F_DK2_H1.32,1,NA,scaffold_0004_240995_241016,scaffold51_117_192857_192885,000055F_DK2_H1_63453_63475,2,13.043478260869565,23
000055F_DK2_H1.32,1,NA,scaffold_0004_241572_241594,NA,000055F_DK2_H1_64040_64060,2,14.285714285714285,21
000055F_DK2_H1.33,1,chr_098_4414_4528,scaffold_0020_23329_23351,scaffold51_62_167440_167464,000055F_DK2_H1_66052_66077,3,11.538461538461538,26
000055F_DK2_H1.33,1,chr_098_4926_4981,scaffold_0020_22981_23005,scaffold51_62_167786_167810,000055F_DK2_H1_65726_65749,3,12.5,24
000055F_DK2_H1.33,1,chr_098_5097_5157,scaffold_0020_22843_22865,scaffold51_62_167926_167949,000055F_DK2_H1_65594_65619,3,11.538461538461538,26
000055F_DK2_H1.33,1,chr_098_5488_5540,scaffold_0020_22542_22562,scaffold51_62_168230_168259,000055F_DK2_H1_65283_65313,3,16.129032258064516,31
000055F_DK2_H1.33,1,chr_098_5879_5994,NA,scaffold51_62_168540_168564,000055F_DK2_H1_64981_65002,3,22.727272727272727,22
000055F_DK2_H1.33,1,NA,scaffold_0020_23261_23282,scaffold51_62_167511_167533,000055F_DK2_H1_65980_66005,2,19.230769230769234,26
000055F_DK2_H1.33,1,NA,NA,NA,000055F_DK2_H1_64398_64419,1,18.181818181818183,22
000055F_DK2_H1.34,1,NA,NA,NA,000055F_DK2_H1_66938_66965,1,14.285714285714285,28
000055F_DK2_H1.36,1,NA,scaffold_0035_168467_168489,scaffold51_8_422574_422602,000055F_DK2_H1_68486_68511,2,23.076923076923077,26
000055F_DK2_H1.37,1,NA,scaffold_0071_36375_36395,scaffold51_8_174952_174980,000055F_DK2_H1_71060_71089,2,23.333333333333332,30
000055F_DK2_H1.37,1,NA,scaffold_0071_36824_36845,scaffold51_8_174501_174523,000055F_DK2_H1_70623_70643,2,14.285714285714285,21
000055F_DK2_H1.37,1,NA,NA,NA,000055F_DK2_H1_68849_68873,1,12,25
000055F_DK2_H1.37,1,NA,NA,NA,000055F_DK2_H1_69147_69172,1,7.6923076923076925,26
000055F_DK2_H1.37,1,NA,NA,NA,000055F_DK2_H1_69263_69286,1,20.833333333333336,24
000055F_DK2_H1.37,1,NA,NA,NA,000055F_DK2_H1_69504_69535,1,12.5,32
000055F_DK2_H1.37,1,NA,NA,NA,000055F_DK2_H1_69923_69985,1,17.46031746031746,63
000055F_DK2_H1.37,1,NA,NA,NA,000055F_DK2_H1_70331_70410,1,26.25,80
000055F_DK2_H1.4,1,chr_065_294081_294145,scaffold_0025_236404_236425,scaffold51_13_381760_381783,000055F_DK2_H1_2936_2960,3,20,25
000055F_DK2_H1.4,1,chr_065_294216_294300,scaffold_0025_236496_236517,scaffold51_13_381665_381689,000055F_DK2_H1_3031_3056,3,26.923076923076923,26
000055F_DK2_H1.4,1,NA,scaffold_0025_236738_236761,scaffold51_13_381418_381444,000055F_DK2_H1_3274_3297,2,12.5,24
000055F_DK2_H1.40,1,NA,scaffold_0020_72076_72097,scaffold51_24_335090_335112,000055F_DK2_H1_74150_74171,2,18.181818181818183,22
000055F_DK2_H1.48,1,NA,scaffold_0014_278511_278532,scaffold51_23_336408_336429,000055F_DK2_H1_91895_91919,2,16,25
000055F_DK2_H1.48,1,NA,NA,scaffold51_23_336662_336686,000055F_DK2_H1_91650_91671,2,22.727272727272727,22
000055F_DK2_H1.5,1,chr_058_260948_261000,scaffold_0035_130738_130759,scaffold51_129_106890_106915,000055F_DK2_H1_3985_4007,3,8.695652173913043,23
000055F_DK2_H1.5,1,NA,NA,scaffold51_129_109340_109363,000055F_DK2_H1_6393_6418,2,7.6923076923076925,26
000055F_DK2_H1.5,1,NA,NA,NA,000055F_DK2_H1_4113_4135,1,21.73913043478261,23
000055F_DK2_H1.5,1,NA,NA,NA,000055F_DK2_H1_5064_5086,1,13.043478260869565,23
000055F_DK2_H1.5,1,NA,NA,NA,000055F_DK2_H1_5622_5643,1,13.636363636363637,22
000055F_DK2_H1.5,1,NA,NA,NA,000055F_DK2_H1_5768_5785,1,33.33333333333333,18
000055F_DK2_H1.5,1,NA,NA,NA,000055F_DK2_H1_5972_5994,1,21.73913043478261,23
000055F_DK2_H1.6,1,NA,scaffold_0025_237369_237390,scaffold51_20_257089_257110,000055F_DK2_H1_7122_7144,2,13.043478260869565,23
000055F_DK2_H1.8,1,NA,scaffold_0015_155103_155125,scaffold51_94_160728_160750,000055F_DK2_H1_10449_10479,2,9.67741935483871,31
000055F_DK2_H1.8,1,NA,scaffold_0015_155199_155223,scaffold51_94_160630_160654,000055F_DK2_H1_10547_10578,2,12.5,32
000055F_DK2_H1.8,1,NA,scaffold_0015_155306_155327,scaffold51_94_160523_160547,000055F_DK2_H1_10661_10689,2,13.79310344827586,29
000055F_DK2_H1.8,1,NA,scaffold_0015_155375_155396,scaffold51_94_160454_160475,000055F_DK2_H1_10737_10756,2,15,20
000055F_DK2_H1.8,1,NA,NA,NA,000055F_DK2_H1_9502_9534,1,9.090909090909092,33
000055F_DK2_H1.8,1,NA,NA,NA,000055F_DK2_H1_9832_9866,1,17.142857142857142,35
000055F_DK2_H1.9,1,NA,scaffold_0012_189040_189061,scaffold51_59_228427_228456;scaffold51_10_342609_342635,000055F_DK2_H1_10933_10960,2,21.428571428571427,28
000055F_DK2_H1.9,1,NA,scaffold_0012_189195_189222,scaffold51_59_228587_228608;scaffold51_10_342778_342799,000055F_DK2_H1_11094_11122,2,17.24137931034483,29
000055F_DK2_H2.3,1,NA,scaffold_0035_126952_126973,scaffold51_1_740405_740426,000055F_DK2_H2_2491_2512,2,22.727272727272727,22
000055F_DK2_H2.31,1,NA,scaffold_0033_62287_62307,scaffold51_74_100734_100758,000055F_DK2_H2_43659_43683,2,16,25
000055F_DK2_H2.31,1,NA,scaffold_0033_62554_62573,scaffold51_74_101005_101027,000055F_DK2_H2_43930_43951,2,13.636363636363637,22
000055F_DK2_H2.53,1,chr_167_326986_327043,scaffold_0070_2668_2690,scaffold51_151_8251_8272,000055F_DK2_H2_77408_77433,3,7.6923076923076925,26
000055F_DK2_H2.53,1,NA,NA,scaffold51_151_15664_15687,000055F_DK2_H2_84542_84567,2,23.076923076923077,26
000055F_DK2_H2.53,1,NA,NA,NA,000055F_DK2_H2_76647_76669,1,21.73913043478261,23
000055F_DK2_H2.53,1,NA,NA,NA,000055F_DK2_H2_76884_76905,1,9.090909090909092,22
000055F_DK2_H2.53,1,NA,NA,NA,000055F_DK2_H2_77097_77116,1,30,20
000056F_DK2_H1.13,1,NA,NA,NA,000056F_DK2_H1_30409_30434,1,15.384615384615383,26
000056F_DK2_H1.15,1,NA,NA,NA,000056F_DK2_H1_33686_33708,1,21.73913043478261,23
000056F_DK2_H1.15,1,NA,NA,NA,000056F_DK2_H1_33872_33892,1,14.285714285714285,21
000056F_DK2_H1.15,1,NA,NA,NA,000056F_DK2_H1_35260_35284,1,8,25
000056F_DK2_H1.15,1,NA,NA,NA,000056F_DK2_H1_37504_37585,1,23.17073170731707,82
000056F_DK2_H1.15,1,NA,NA,NA,000056F_DK2_H1_37623_37647,1,28.000000000000004,25
000056F_DK2_H1.15,1,NA,NA,NA,000056F_DK2_H1_38454_38475,1,13.636363636363637,22
000056F_DK2_H1.15,1,NA,NA,NA,000056F_DK2_H1_38626_38650,1,12,25
000056F_DK2_H1.2,1,NA,scaffold_0008_426301_426321,scaffold51_77_108692_108713,000056F_DK2_H1_13320_13345,2,11.538461538461538,26
000056F_DK2_H1.2,1,NA,scaffold_0008_426447_426469,scaffold51_77_108542_108566,000056F_DK2_H1_13167_13194,2,17.857142857142858,28
000056F_DK2_H1.2,1,NA,scaffold_0008_427090_427112,scaffold51_77_107886_107910,000056F_DK2_H1_12535_12561,2,7.4074074074074066,27
000056F_DK2_H1.2,1,NA,NA,NA,000056F_DK2_H1_12059_12075,1,35.294117647058826,17
000056F_DK2_H1.2,1,NA,NA,NA,000056F_DK2_H1_12368_12391,1,12.5,24
000056F_DK2_H1.2,1,NA,NA,NA,000056F_DK2_H1_13535_13561,1,7.4074074074074066,27
000056F_DK2_H1.22,1,chr_005_258961_259019,NA,NA,000056F_DK2_H1_52988_53010,3,21.73913043478261,23
000056F_DK2_H1.22,1,NA,scaffold_0013_238909_238934,scaffold51_114_187573_187596,000056F_DK2_H1_49430_49457,2,10.714285714285714,28
000056F_DK2_H1.22,1,NA,scaffold_0013_242386_242407,scaffold51_114_183787_183810,000056F_DK2_H1_53156_53180,2,24,25
000056F_DK2_H1.22,1,NA,NA,scaffold51_114_184172_184195,000056F_DK2_H1_52763_52790,2,7.142857142857142,28
000056F_DK2_H1.24,1,NA,NA,scaffold51_149_65495_65520,000056F_DK2_H1_56552_56572,2,9.523809523809524,21
000056F_DK2_H1.24,1,NA,NA,NA,000056F_DK2_H1_56422_56446,1,12,25
000056F_DK2_H1.25,1,chr_114_260806_260865,scaffold_0030_295956_295976,scaffold51_178_26207_26236,000056F_DK2_H1_57173_57197,3,20,25
000056F_DK2_H1.25,1,NA,scaffold_0030_296239_296260,scaffold51_178_25919_25941,000056F_DK2_H1_56880_56907,2,7.142857142857142,28
000056F_DK2_H1.25,1,NA,NA,NA,000056F_DK2_H1_57443_57464,1,13.636363636363637,22
000056F_DK2_H1.29,1,chr_055_674725_674784,scaffold_0021_59746_59767,scaffold51_56_92293_92319,000056F_DK2_H1_61258_61281,3,20.833333333333336,24
000056F_DK2_H1.29,1,NA,scaffold_0021_58324_58346,scaffold51_56_90881_90909,000056F_DK2_H1_59853_59883,2,12.903225806451612,31
000056F_DK2_H1.29,1,NA,scaffold_0021_58620_58642,scaffold51_56_91183_91210,000056F_DK2_H1_60157_60181,2,20,25
000056F_DK2_H1.29,1,NA,scaffold_0021_58726_58750,scaffold51_56_91294_91322,000056F_DK2_H1_60265_60288,2,8.333333333333332,24
000056F_DK2_H1.29,1,NA,scaffold_0021_59391_59413,NA,000056F_DK2_H1_60929_60951,2,13.043478260869565,23
000056F_DK2_H1.30,1,NA,scaffold_0072_29244_29266,scaffold51_128_140160_140182,000056F_DK2_H1_62096_62121,2,23.076923076923077,26
000056F_DK2_H1.30,1,NA,scaffold_0072_29533_29556,scaffold51_128_139867_139893,000056F_DK2_H1_61807_61829,2,21.73913043478261,23
000056F_DK2_H1.31,1,NA,NA,NA,000056F_DK2_H1_62322_62347,1,19.230769230769234,26
000056F_DK2_H1.36,1,NA,scaffold_0072_26737_26760,scaffold51_70_50793_50816,000056F_DK2_H1_66934_66958,2,8,25
000056F_DK2_H1.36,1,NA,scaffold_0072_26914_26932,scaffold51_70_50616_50639,000056F_DK2_H1_67112_67136,2,20,25
000056F_DK2_H1.36,1,NA,scaffold_0072_27101_27121,scaffold51_70_50420_50447,000056F_DK2_H1_67305_67329,2,24,25
000056F_DK2_H1.37,1,NA,NA,NA,000056F_DK2_H1_68751_68773,1,13.043478260869565,23
000056F_DK2_H1.39,1,NA,scaffold_0061_88365_88387,scaffold51_75_69205_69229,000056F_DK2_H1_71596_71617,2,13.636363636363637,22
000056F_DK2_H1.39,1,NA,scaffold_0061_88970_88997,scaffold51_75_68595_68622,000056F_DK2_H1_72200_72226,2,11.11111111111111,27
000056F_DK2_H1.39,1,NA,scaffold_0061_89263_89286,scaffold51_75_68304_68329,000056F_DK2_H1_72492_72515,2,20.833333333333336,24
000056F_DK2_H1.39,1,NA,NA,NA,000056F_DK2_H1_72913_72934,1,27.27272727272727,22
000056F_DK2_H1.39,1,NA,NA,NA,000056F_DK2_H1_73088_73109,1,22.727272727272727,22
000056F_DK2_H1.39,1,NA,NA,NA,000056F_DK2_H1_73291_73315,1,16,25
000056F_DK2_H1.40,1,NA,NA,NA,000056F_DK2_H1_73861_73884,1,8.333333333333332,24
000056F_DK2_H1.40,1,NA,NA,NA,000056F_DK2_H1_74039_74063,1,12,25
000056F_DK2_H1.40,1,NA,NA,NA,000056F_DK2_H1_74792_74814,1,13.043478260869565,23
000056F_DK2_H1.43,1,chr_119_234980_235040,scaffold_0086_123482_123501,scaffold51_33_431381_431402,000056F_DK2_H1_79365_79387,3,26.08695652173913,23
