"","Gene_ID","intron_id"
"5174","000045F_DK2_H1.1","000045F_DK2_H1_15499_15521"
"5175","000045F_DK2_H1.3","000045F_DK2_H1_18956_18979"
"5176","000045F_DK2_H1.3","000045F_DK2_H1_19552_19573"
"5177","000045F_DK2_H1.6","000045F_DK2_H1_23317_23340"
"5178","000045F_DK2_H1.6","000045F_DK2_H1_23487_23510"
"5179","000045F_DK2_H1.10","000045F_DK2_H1_26395_26417"
"5180","000045F_DK2_H1.12","000045F_DK2_H1_33201_33223"
"5181","000045F_DK2_H1.12","000045F_DK2_H1_34402_34430"
"5182","000045F_DK2_H1.15","000045F_DK2_H1_39958_39979"
"5183","000045F_DK2_H1.15","000045F_DK2_H1_40417_40441"
"5184","000045F_DK2_H1.15","000045F_DK2_H1_40709_40738"
"5185","000045F_DK2_H1.15","000045F_DK2_H1_42655_42718"
"5186","000045F_DK2_H1.15","000045F_DK2_H1_43776_43798"
"5187","000045F_DK2_H1.15","000045F_DK2_H1_43862_43877"
"5188","000045F_DK2_H1.15","000045F_DK2_H1_44302_44328"
"5189","000045F_DK2_H1.21","000045F_DK2_H1_48321_48345"
"5190","000045F_DK2_H1.21","000045F_DK2_H1_49069_49091"
"5191","000045F_DK2_H1.21","000045F_DK2_H1_49277_49301"
"5192","000045F_DK2_H1.21","000045F_DK2_H1_49451_49472"
"5193","000045F_DK2_H1.21","000045F_DK2_H1_49707_49728"
"5194","000045F_DK2_H1.22","000045F_DK2_H1_49924_49947"
"5195","000045F_DK2_H1.22","000045F_DK2_H1_50306_50327"
"5196","000045F_DK2_H1.22","000045F_DK2_H1_50620_50648"
"5197","000045F_DK2_H1.23","000045F_DK2_H1_51272_51297"
"5198","000045F_DK2_H1.23","000045F_DK2_H1_51469_51492"
"5199","000045F_DK2_H1.24","000045F_DK2_H1_52709_52730"
"5200","000045F_DK2_H1.25","000045F_DK2_H1_53307_53329"
"5201","000045F_DK2_H1.25","000045F_DK2_H1_53423_53445"
"5202","000045F_DK2_H1.25","000045F_DK2_H1_53635_53657"
"5203","000045F_DK2_H1.25","000045F_DK2_H1_53917_53938"
"5204","000045F_DK2_H1.29","000045F_DK2_H1_58248_58270"
"5205","000045F_DK2_H1.29","000045F_DK2_H1_58641_58662"
"5206","000045F_DK2_H1.29","000045F_DK2_H1_59883_59906"
"5207","000045F_DK2_H1.35","000045F_DK2_H1_64976_64997"
"5208","000045F_DK2_H1.35","000045F_DK2_H1_65067_65091"
"5209","000045F_DK2_H1.35","000045F_DK2_H1_65499_65521"
"5210","000045F_DK2_H1.40","000045F_DK2_H1_70834_70856"
"5211","000045F_DK2_H1.40","000045F_DK2_H1_72004_72020"
"5212","000045F_DK2_H1.40","000045F_DK2_H1_73654_73679"
"5213","000045F_DK2_H1.40","000045F_DK2_H1_73703_73718"
"5214","000045F_DK2_H1.40","000045F_DK2_H1_73939_73967"
"5215","000045F_DK2_H1.40","000045F_DK2_H1_74117_74141"
"5216","000045F_DK2_H1.67","000045F_DK2_H1_101930_101953"
"5217","000045F_DK2_H1.70","000045F_DK2_H1_104406_104429"
"5218","000045F_DK2_H1.82","000045F_DK2_H1_122984_123010"
"5219","000045F_DK2_H1.82","000045F_DK2_H1_123617_123653"
"5220","000045F_DK2_H1.82","000045F_DK2_H1_125471_125495"
"5221","000045F_DK2_H2.2","000045F_DK2_H2_16078_16101"
"5222","000045F_DK2_H2.2","000045F_DK2_H2_17495_17522"
"5223","000045F_DK2_H2.2","000045F_DK2_H2_18119_18138"
"5224","000045F_DK2_H2.6","000045F_DK2_H2_22322_22348"
"5225","000045F_DK2_H2.6","000045F_DK2_H2_22510_22534"
"5226","000045F_DK2_H2.6","000045F_DK2_H2_22667_22691"
"5227","000045F_DK2_H2.6","000045F_DK2_H2_22846_22870"
"5228","000045F_DK2_H2.6","000045F_DK2_H2_23008_23031"
"5229","000045F_DK2_H2.9","000045F_DK2_H2_24558_24641"
"5230","000045F_DK2_H2.9","000045F_DK2_H2_25205_25227"
"5231","000045F_DK2_H2.12","000045F_DK2_H2_27389_27416"
"5232","000045F_DK2_H2.12","000045F_DK2_H2_30865_30887"
"5233","000045F_DK2_H2.12","000045F_DK2_H2_32469_32491"
"5234","000045F_DK2_H2.12","000045F_DK2_H2_32713_32736"
"5235","000045F_DK2_H2.19","000045F_DK2_H2_43778_43800"
"5236","000045F_DK2_H2.19","000045F_DK2_H2_44304_44330"
"5237","000045F_DK2_H2.19","000045F_DK2_H2_44482_44503"
"5238","000045F_DK2_H2.47","000045F_DK2_H2_74738_74761"
"5239","000045F_DK2_H2.51","000045F_DK2_H2_90580_90607"
"5240","000045F_DK2_H2.51","000045F_DK2_H2_91040_91061"
"5241","000045F_DK2_H2.51","000045F_DK2_H2_91231_91253"
"5242","000045F_DK2_H2.52","000045F_DK2_H2_91953_91974"
"5243","000045F_DK2_H2.52","000045F_DK2_H2_92496_92520"
"5244","000045F_DK2_H2.52","000045F_DK2_H2_92760_92781"
"5245","000045F_DK2_H2.52","000045F_DK2_H2_93180_93201"
"5246","000045F_DK2_H2.52","000045F_DK2_H2_93369_93394"
"5247","000045F_DK2_H2.59","000045F_DK2_H2_102829_102853"
"5248","000045F_DK2_H2.61","000045F_DK2_H2_105884_105905"
"5249","000045F_DK2_H2.61","000045F_DK2_H2_105939_106006"
"5250","000045F_DK2_H2.61","000045F_DK2_H2_106242_106265"
"5251","000045F_DK2_H2.61","000045F_DK2_H2_106325_106348"
"5252","000045F_DK2_H2.61","000045F_DK2_H2_106493_106548"
"5253","000045F_DK2_H2.61","000045F_DK2_H2_106888_106911"
"5254","000045F_DK2_H2.65","000045F_DK2_H2_110837_110859"
"5255","000045F_DK2_H2.65","000045F_DK2_H2_111539_111560"
"5256","000045F_DK2_H2.69","000045F_DK2_H2_118891_118913"
"5257","000045F_DK2_H2.69","000045F_DK2_H2_118998_119022"
"5258","000045F_DK2_H2.69","000045F_DK2_H2_120681_120703"
"5259","000045F_DK2_H2.69","000045F_DK2_H2_120920_120944"
"5260","000045F_DK2_H2.69","000045F_DK2_H2_121840_121864"
"5261","000045F_DK2_H2.69","000045F_DK2_H2_122202_122223"
"5262","000045F_DK2_H2.71","000045F_DK2_H2_127674_127696"
"5263","000046F_DK2_H1.6","000046F_DK2_H1_8295_8316"
"5264","000046F_DK2_H1.19","000046F_DK2_H1_31155_31176"
"5265","000046F_DK2_H1.19","000046F_DK2_H1_31286_31307"
"5266","000046F_DK2_H1.19","000046F_DK2_H1_31561_31587"
"5267","000046F_DK2_H1.19","000046F_DK2_H1_31713_31733"
"5268","000046F_DK2_H1.20","000046F_DK2_H1_32290_32312"
"5269","000046F_DK2_H1.20","000046F_DK2_H1_32467_32486"
"5270","000046F_DK2_H1.22","000046F_DK2_H1_33389_33411"
"5271","000046F_DK2_H1.22","000046F_DK2_H1_33757_33783"
"5272","000046F_DK2_H1.22","000046F_DK2_H1_33878_33902"
"5273","000046F_DK2_H1.22","000046F_DK2_H1_34080_34101"
"5274","000046F_DK2_H1.22","000046F_DK2_H1_34369_34395"
"5275","000046F_DK2_H1.22","000046F_DK2_H1_35572_35593"
"5276","000046F_DK2_H1.22","000046F_DK2_H1_35840_35867"
"5277","000046F_DK2_H1.22","000046F_DK2_H1_36145_36167"
"5278","000046F_DK2_H1.22","000046F_DK2_H1_36655_36676"
"5279","000046F_DK2_H1.25","000046F_DK2_H1_42574_42599"
"5280","000046F_DK2_H1.25","000046F_DK2_H1_42711_42735"
"5281","000046F_DK2_H1.27","000046F_DK2_H1_47923_47947"
"5282","000046F_DK2_H1.29","000046F_DK2_H1_55251_55287"
"5283","000046F_DK2_H1.29","000046F_DK2_H1_55664_55683"
"5284","000046F_DK2_H1.32","000046F_DK2_H1_64115_64137"
"5285","000046F_DK2_H1.32","000046F_DK2_H1_64846_64867"
"5286","000046F_DK2_H1.33","000046F_DK2_H1_65248_65272"
"5287","000046F_DK2_H1.33","000046F_DK2_H1_65453_65478"
"5288","000046F_DK2_H1.33","000046F_DK2_H1_65623_65641"
"5289","000046F_DK2_H1.35","000046F_DK2_H1_66649_66688"
"5290","000046F_DK2_H1.35","000046F_DK2_H1_67012_67055"
"5291","000046F_DK2_H1.35","000046F_DK2_H1_68128_68153"
"5292","000046F_DK2_H1.35","000046F_DK2_H1_68242_68263"
"5293","000046F_DK2_H1.37","000046F_DK2_H1_70051_70081"
"5294","000046F_DK2_H1.37","000046F_DK2_H1_70233_70257"
"5295","000046F_DK2_H1.37","000046F_DK2_H1_70299_70324"
"5296","000046F_DK2_H1.37","000046F_DK2_H1_71910_71934"
"5297","000046F_DK2_H1.37","000046F_DK2_H1_72328_72349"
"5298","000046F_DK2_H1.38","000046F_DK2_H1_72663_72689"
"5299","000046F_DK2_H1.38","000046F_DK2_H1_72819_72836"
"5300","000046F_DK2_H1.38","000046F_DK2_H1_73262_73287"
"5301","000046F_DK2_H1.38","000046F_DK2_H1_73405_73465"
"5302","000046F_DK2_H1.38","000046F_DK2_H1_73771_73793"
"5303","000046F_DK2_H1.38","000046F_DK2_H1_74185_74206"
"5304","000046F_DK2_H1.42","000046F_DK2_H1_78257_78277"
"5305","000046F_DK2_H1.42","000046F_DK2_H1_78675_78721"
"5306","000046F_DK2_H1.42","000046F_DK2_H1_78951_78985"
"5307","000046F_DK2_H1.42","000046F_DK2_H1_79119_79142"
"5308","000046F_DK2_H1.42","000046F_DK2_H1_79364_79387"
"5309","000046F_DK2_H1.44","000046F_DK2_H1_80171_80251"
"5310","000046F_DK2_H1.47","000046F_DK2_H1_82024_82045"
"5311","000046F_DK2_H1.47","000046F_DK2_H1_82134_82166"
"5312","000046F_DK2_H1.47","000046F_DK2_H1_82443_82470"
"5313","000046F_DK2_H1.47","000046F_DK2_H1_82692_82734"
"5314","000046F_DK2_H1.47","000046F_DK2_H1_83021_83053"
"5315","000046F_DK2_H1.47","000046F_DK2_H1_83156_83178"
"5316","000046F_DK2_H1.49","000046F_DK2_H1_86321_86352"
"5317","000046F_DK2_H1.49","000046F_DK2_H1_87120_87144"
"5318","000046F_DK2_H1.49","000046F_DK2_H1_87339_87391"
"5319","000046F_DK2_H1.49","000046F_DK2_H1_87632_87658"
"5320","000046F_DK2_H1.49","000046F_DK2_H1_87888_87916"
"5321","000046F_DK2_H1.49","000046F_DK2_H1_88609_88635"
"5322","000046F_DK2_H1.49","000046F_DK2_H1_88820_88842"
"5323","000046F_DK2_H1.50","000046F_DK2_H1_89052_89076"
"5324","000046F_DK2_H1.50","000046F_DK2_H1_89320_89341"
"5325","000046F_DK2_H1.51","000046F_DK2_H1_89694_89713"
"5326","000046F_DK2_H1.55","000046F_DK2_H1_93180_93204"
"5327","000046F_DK2_H1.55","000046F_DK2_H1_93383_93407"
"5328","000046F_DK2_H1.55","000046F_DK2_H1_93425_93447"
"5329","000046F_DK2_H1.55","000046F_DK2_H1_93639_93664"
"5330","000046F_DK2_H1.57","000046F_DK2_H1_95526_95549"
"5331","000046F_DK2_H1.57","000046F_DK2_H1_95636_95724"
"5332","000046F_DK2_H1.61","000046F_DK2_H1_99617_99637"
"5333","000046F_DK2_H1.61","000046F_DK2_H1_101049_101070"
"5334","000046F_DK2_H1.61","000046F_DK2_H1_101212_101237"
"5335","000046F_DK2_H1.61","000046F_DK2_H1_101418_101443"
"5336","000046F_DK2_H1.72","000046F_DK2_H1_112016_112038"
"5337","000046F_DK2_H1.74","000046F_DK2_H1_114164_114183"
"5338","000046F_DK2_H1.74","000046F_DK2_H1_114855_114880"
"5339","000046F_DK2_H1.74","000046F_DK2_H1_115270_115305"
"5340","000046F_DK2_H1.74","000046F_DK2_H1_115819_115842"
"5341","000046F_DK2_H1.78","000046F_DK2_H1_121445_121468"
"5342","000046F_DK2_H1.78","000046F_DK2_H1_121850_121869"
"5343","000046F_DK2_H1.78","000046F_DK2_H1_122147_122172"
"5344","000046F_DK2_H2.1","000046F_DK2_H2_1607_1630"
"5345","000046F_DK2_H2.3","000046F_DK2_H2_3726_3749"
"5346","000046F_DK2_H2.3","000046F_DK2_H2_3906_3925"
"5347","000046F_DK2_H2.5","000046F_DK2_H2_7191_7219"
"5348","000046F_DK2_H2.5","000046F_DK2_H2_7607_7637"
"5349","000046F_DK2_H2.9","000046F_DK2_H2_22455_22480"
"5350","000046F_DK2_H2.9","000046F_DK2_H2_22650_22676"
"5351","000046F_DK2_H2.9","000046F_DK2_H2_22711_22731"
"5352","000046F_DK2_H2.9","000046F_DK2_H2_23321_23349"
"5353","000046F_DK2_H2.9","000046F_DK2_H2_24139_24160"
"5354","000046F_DK2_H2.9","000046F_DK2_H2_24362_24386"
"5355","000046F_DK2_H2.21","000046F_DK2_H2_32864_32887"
"5356","000046F_DK2_H2.21","000046F_DK2_H2_33007_33029"
"5357","000046F_DK2_H2.45","000046F_DK2_H2_80668_80692"
"5358","000046F_DK2_H2.45","000046F_DK2_H2_80759_80782"
"5359","000046F_DK2_H2.45","000046F_DK2_H2_80933_80983"
"5360","000046F_DK2_H2.45","000046F_DK2_H2_81138_81162"
"5361","000046F_DK2_H2.45","000046F_DK2_H2_81552_81586"
"5362","000046F_DK2_H2.45","000046F_DK2_H2_81771_81796"
"5363","000046F_DK2_H2.70","000046F_DK2_H2_110481_110505"
"5364","000046F_DK2_H2.70","000046F_DK2_H2_111269_111288"
"5365","000047F_DK2_H1.10","000047F_DK2_H1_10162_10190"
"5366","000047F_DK2_H1.10","000047F_DK2_H1_10344_10367"
"5367","000047F_DK2_H1.10","000047F_DK2_H1_10519_10539"
"5368","000047F_DK2_H1.10","000047F_DK2_H1_10737_10758"
"5369","000047F_DK2_H1.10","000047F_DK2_H1_11379_11402"
"5370","000047F_DK2_H1.10","000047F_DK2_H1_12398_12421"
"5371","000047F_DK2_H1.12","000047F_DK2_H1_15162_15186"
"5372","000047F_DK2_H1.13","000047F_DK2_H1_16708_16724"
"5373","000047F_DK2_H1.13","000047F_DK2_H1_16772_16797"
"5374","000047F_DK2_H1.13","000047F_DK2_H1_16949_16972"
"5375","000047F_DK2_H1.18","000047F_DK2_H1_25058_25079"
"5376","000047F_DK2_H1.20","000047F_DK2_H1_26788_26808"
"5377","000047F_DK2_H1.20","000047F_DK2_H1_27024_27047"
"5378","000047F_DK2_H1.20","000047F_DK2_H1_27262_27284"
"5379","000047F_DK2_H1.20","000047F_DK2_H1_27535_27557"
"5380","000047F_DK2_H1.21","000047F_DK2_H1_27858_27882"
"5381","000047F_DK2_H1.22","000047F_DK2_H1_29138_29165"
"5382","000047F_DK2_H1.22","000047F_DK2_H1_29381_29402"
"5383","000047F_DK2_H1.22","000047F_DK2_H1_29578_29638"
"5384","000047F_DK2_H1.22","000047F_DK2_H1_29898_29918"
"5385","000047F_DK2_H1.23","000047F_DK2_H1_30281_30303"
"5386","000047F_DK2_H1.23","000047F_DK2_H1_30525_30544"
"5387","000047F_DK2_H1.23","000047F_DK2_H1_30759_30781"
"5388","000047F_DK2_H1.24","000047F_DK2_H1_31407_31429"
"5389","000047F_DK2_H1.24","000047F_DK2_H1_32708_32734"
"5390","000047F_DK2_H1.25","000047F_DK2_H1_34078_34101"
"5391","000047F_DK2_H1.25","000047F_DK2_H1_34235_34258"
"5392","000047F_DK2_H1.26","000047F_DK2_H1_34887_34917"
"5393","000047F_DK2_H1.26","000047F_DK2_H1_35041_35066"
"5394","000047F_DK2_H1.26","000047F_DK2_H1_36112_36136"
"5395","000047F_DK2_H1.29","000047F_DK2_H1_39237_39260"
"5396","000047F_DK2_H1.29","000047F_DK2_H1_39407_39431"
"5397","000047F_DK2_H1.29","000047F_DK2_H1_39578_39603"
"5398","000047F_DK2_H1.29","000047F_DK2_H1_40188_40214"
"5399","000047F_DK2_H1.34","000047F_DK2_H1_46443_46464"
"5400","000047F_DK2_H1.34","000047F_DK2_H1_46641_46662"
"5401","000047F_DK2_H1.34","000047F_DK2_H1_47145_47169"
"5402","000047F_DK2_H1.34","000047F_DK2_H1_49181_49199"
"5403","000047F_DK2_H1.34","000047F_DK2_H1_49357_49378"
"5404","000047F_DK2_H1.34","000047F_DK2_H1_50093_50117"
"5405","000047F_DK2_H1.41","000047F_DK2_H1_55287_55309"
"5406","000047F_DK2_H1.41","000047F_DK2_H1_55474_55496"
"5407","000047F_DK2_H1.41","000047F_DK2_H1_55806_55828"
"5408","000047F_DK2_H1.41","000047F_DK2_H1_56985_57006"
"5409","000047F_DK2_H1.41","000047F_DK2_H1_62410_62432"
"5410","000047F_DK2_H1.41","000047F_DK2_H1_62844_62864"
"5411","000047F_DK2_H1.51","000047F_DK2_H1_86035_86057"
"5412","000047F_DK2_H1.51","000047F_DK2_H1_86919_86941"
"5413","000047F_DK2_H1.55","000047F_DK2_H1_90248_90271"
"5414","000047F_DK2_H1.55","000047F_DK2_H1_90760_90782"
"5415","000047F_DK2_H1.57","000047F_DK2_H1_92093_92124"
"5416","000047F_DK2_H1.57","000047F_DK2_H1_92515_92539"
"5417","000047F_DK2_H1.57","000047F_DK2_H1_92749_92822"
"5418","000047F_DK2_H1.57","000047F_DK2_H1_92891_92916"
"5419","000047F_DK2_H1.57","000047F_DK2_H1_93129_93151"
"5420","000047F_DK2_H1.57","000047F_DK2_H1_93294_93314"
"5421","000047F_DK2_H1.59","000047F_DK2_H1_94778_94800"
"5422","000047F_DK2_H1.59","000047F_DK2_H1_95063_95087"
"5423","000047F_DK2_H1.60","000047F_DK2_H1_95697_95716"
"5424","000047F_DK2_H1.60","000047F_DK2_H1_95830_95850"
"5425","000047F_DK2_H1.60","000047F_DK2_H1_95984_96003"
"5426","000047F_DK2_H1.60","000047F_DK2_H1_96504_96526"
"5427","000047F_DK2_H1.60","000047F_DK2_H1_98940_98963"
"5428","000047F_DK2_H1.64","000047F_DK2_H1_100847_100869"
"5429","000047F_DK2_H1.64","000047F_DK2_H1_101123_101144"
"5430","000047F_DK2_H1.64","000047F_DK2_H1_101266_101289"
"5431","000047F_DK2_H1.64","000047F_DK2_H1_101443_101464"
"5432","000047F_DK2_H1.65","000047F_DK2_H1_101663_101686"
"5433","000047F_DK2_H2.11","000047F_DK2_H2_18206_18229"
"5434","000047F_DK2_H2.16","000047F_DK2_H2_25524_25550"
"5435","000047F_DK2_H2.16","000047F_DK2_H2_25966_25986"
"5436","000047F_DK2_H2.16","000047F_DK2_H2_26693_26714"
"5437","000047F_DK2_H2.25","000047F_DK2_H2_37618_37642"
"5438","000047F_DK2_H2.25","000047F_DK2_H2_37789_37814"
"5439","000047F_DK2_H2.25","000047F_DK2_H2_37961_37985"
"5440","000047F_DK2_H2.31","000047F_DK2_H2_44796_44821"
"5441","000047F_DK2_H2.31","000047F_DK2_H2_44867_44887"
"5442","000047F_DK2_H2.31","000047F_DK2_H2_45060_45079"
"5443","000047F_DK2_H2.34","000047F_DK2_H2_49241_49269"
"5444","000047F_DK2_H2.34","000047F_DK2_H2_49386_49408"
"5445","000047F_DK2_H2.42","000047F_DK2_H2_55088_55120"
"5446","000047F_DK2_H2.47","000047F_DK2_H2_67126_67146"
"5447","000047F_DK2_H2.52","000047F_DK2_H2_74330_74360"
"5448","000047F_DK2_H2.52","000047F_DK2_H2_78519_78544"
"5449","000047F_DK2_H2.52","000047F_DK2_H2_82594_82635"
"5450","000047F_DK2_H2.52","000047F_DK2_H2_82851_82874"
"5451","000047F_DK2_H2.58","000047F_DK2_H2_88194_88215"
"5452","000047F_DK2_H2.58","000047F_DK2_H2_88304_88325"
"5453","000047F_DK2_H2.58","000047F_DK2_H2_88684_88706"
"5454","000047F_DK2_H2.58","000047F_DK2_H2_89276_89300"
"5455","000047F_DK2_H2.58","000047F_DK2_H2_89450_89474"
"5456","000047F_DK2_H2.63","000047F_DK2_H2_92971_92996"
"5457","000047F_DK2_H2.63","000047F_DK2_H2_93209_93231"
"5458","000047F_DK2_H2.63","000047F_DK2_H2_93374_93394"
"5459","000047F_DK2_H2.63","000047F_DK2_H2_93468_93484"
"5460","000047F_DK2_H2.63","000047F_DK2_H2_93807_93825"
"5461","000047F_DK2_H2.63","000047F_DK2_H2_93833_93855"
"5462","000047F_DK2_H2.63","000047F_DK2_H2_93996_94019"
"5463","000047F_DK2_H2.63","000047F_DK2_H2_94068_94092"
"5464","000047F_DK2_H2.63","000047F_DK2_H2_94232_94258"
"5465","000048F_DK2_H1.6","000048F_DK2_H1_9095_9127"
"5466","000048F_DK2_H1.6","000048F_DK2_H1_9272_9316"
"5467","000048F_DK2_H1.6","000048F_DK2_H1_9491_9515"
"5468","000048F_DK2_H1.6","000048F_DK2_H1_9806_9826"
"5469","000048F_DK2_H1.6","000048F_DK2_H1_10001_10024"
"5470","000048F_DK2_H1.6","000048F_DK2_H1_10340_10366"
"5471","000048F_DK2_H1.6","000048F_DK2_H1_10493_10515"
"5472","000048F_DK2_H1.9","000048F_DK2_H1_12646_12670"
"5473","000048F_DK2_H1.9","000048F_DK2_H1_13617_13640"
"5474","000048F_DK2_H1.9","000048F_DK2_H1_13867_13895"
"5475","000048F_DK2_H1.47","000048F_DK2_H1_74049_74070"
"5476","000048F_DK2_H1.51","000048F_DK2_H1_78110_78135"
"5477","000048F_DK2_H1.51","000048F_DK2_H1_78342_78361"
"5478","000048F_DK2_H1.51","000048F_DK2_H1_79109_79184"
"5479","000048F_DK2_H1.51","000048F_DK2_H1_79539_79562"
"5480","000048F_DK2_H1.51","000048F_DK2_H1_79641_79669"
"5481","000048F_DK2_H1.51","000048F_DK2_H1_79955_79980"
"5482","000048F_DK2_H1.51","000048F_DK2_H1_80754_80777"
"5483","000048F_DK2_H1.51","000048F_DK2_H1_80989_81008"
"5484","000048F_DK2_H1.51","000048F_DK2_H1_81262_81283"
"5485","000048F_DK2_H1.51","000048F_DK2_H1_81941_82020"
"5486","000048F_DK2_H1.51","000048F_DK2_H1_82254_82277"
"5487","000048F_DK2_H1.51","000048F_DK2_H1_82846_82866"
"5488","000048F_DK2_H1.54","000048F_DK2_H1_86284_86312"
"5489","000048F_DK2_H1.54","000048F_DK2_H1_88243_88270"
"5490","000048F_DK2_H1.55","000048F_DK2_H1_89283_89310"
"5491","000048F_DK2_H1.55","000048F_DK2_H1_89632_89657"
"5492","000048F_DK2_H2.3","000048F_DK2_H2_3095_3120"
"5493","000048F_DK2_H2.3","000048F_DK2_H2_4011_4032"
"5494","000048F_DK2_H2.3","000048F_DK2_H2_4322_4347"
"5495","000048F_DK2_H2.3","000048F_DK2_H2_5416_5438"
"5496","000048F_DK2_H2.3","000048F_DK2_H2_5931_5955"
"5497","000048F_DK2_H2.5","000048F_DK2_H2_7767_7793"
"5498","000048F_DK2_H2.5","000048F_DK2_H2_8045_8068"
"5499","000048F_DK2_H2.5","000048F_DK2_H2_8243_8266"
"5500","000048F_DK2_H2.7","000048F_DK2_H2_9813_9833"
"5501","000048F_DK2_H2.7","000048F_DK2_H2_10008_10031"
"5502","000048F_DK2_H2.7","000048F_DK2_H2_10347_10374"
"5503","000048F_DK2_H2.7","000048F_DK2_H2_10501_10522"
"5504","000048F_DK2_H2.7","000048F_DK2_H2_10820_10843"
"5505","000048F_DK2_H2.7","000048F_DK2_H2_11005_11081"
"5506","000048F_DK2_H2.7","000048F_DK2_H2_11267_11287"
"5507","000048F_DK2_H2.7","000048F_DK2_H2_11834_11854"
"5508","000048F_DK2_H2.11","000048F_DK2_H2_15681_15701"
"5509","000048F_DK2_H2.11","000048F_DK2_H2_17432_17454"
"5510","000048F_DK2_H2.25","000048F_DK2_H2_31085_31110"
"5511","000048F_DK2_H2.25","000048F_DK2_H2_31364_31386"
"5512","000048F_DK2_H2.25","000048F_DK2_H2_31539_31599"
"5513","000048F_DK2_H2.25","000048F_DK2_H2_31788_31810"
"5514","000048F_DK2_H2.25","000048F_DK2_H2_31969_31990"
"5515","000048F_DK2_H2.25","000048F_DK2_H2_35868_35894"
"5516","000048F_DK2_H2.27","000048F_DK2_H2_38486_38516"
"5517","000048F_DK2_H2.27","000048F_DK2_H2_38892_38913"
"5518","000048F_DK2_H2.27","000048F_DK2_H2_39103_39125"
"5519","000048F_DK2_H2.27","000048F_DK2_H2_41218_41240"
"5520","000048F_DK2_H2.27","000048F_DK2_H2_41395_41417"
"5521","000048F_DK2_H2.28","000048F_DK2_H2_41740_41762"
"5522","000048F_DK2_H2.28","000048F_DK2_H2_41912_41936"
"5523","000048F_DK2_H2.32","000048F_DK2_H2_48283_48304"
"5524","000048F_DK2_H2.32","000048F_DK2_H2_48508_48529"
"5525","000048F_DK2_H2.32","000048F_DK2_H2_48743_48772"
"5526","000048F_DK2_H2.32","000048F_DK2_H2_49493_49517"
"5527","000048F_DK2_H2.32","000048F_DK2_H2_49589_49606"
"5528","000048F_DK2_H2.32","000048F_DK2_H2_50442_50467"
"5529","000048F_DK2_H2.32","000048F_DK2_H2_51719_51741"
"5530","000048F_DK2_H2.33","000048F_DK2_H2_53792_53814"
"5531","000048F_DK2_H2.59","000048F_DK2_H2_90098_90119"
"5532","000048F_DK2_H2.59","000048F_DK2_H2_90390_90415"
"5533","000048F_DK2_H2.59","000048F_DK2_H2_90725_90750"
"5534","000048F_DK2_H2.64","000048F_DK2_H2_96458_96479"
"5535","000048F_DK2_H2.64","000048F_DK2_H2_96676_96699"
"5536","000048F_DK2_H2.64","000048F_DK2_H2_97444_97469"
"5537","000048F_DK2_H2.64","000048F_DK2_H2_97637_97662"
"5538","000048F_DK2_H2.67","000048F_DK2_H2_101333_101358"
"5539","000048F_DK2_H2.67","000048F_DK2_H2_101471_101497"
"5540","000048F_DK2_H2.67","000048F_DK2_H2_101643_101667"
"5541","000048F_DK2_H2.67","000048F_DK2_H2_101760_101780"
"5542","000048F_DK2_H2.67","000048F_DK2_H2_102140_102163"
"5543","000048F_DK2_H2.67","000048F_DK2_H2_102249_102276"
"5544","000048F_DK2_H2.67","000048F_DK2_H2_102682_102704"
"5545","000048F_DK2_H2.68","000048F_DK2_H2_102948_102973"
"5546","000048F_DK2_H2.68","000048F_DK2_H2_103102_103125"
"5547","000048F_DK2_H2.68","000048F_DK2_H2_103529_103555"
"5548","000048F_DK2_H2.68","000048F_DK2_H2_103772_103804"
"5549","000048F_DK2_H2.70","000048F_DK2_H2_104885_104907"
"5550","000048F_DK2_H2.71","000048F_DK2_H2_105820_105844"
"5551","000048F_DK2_H2.72","000048F_DK2_H2_106606_106629"
"5552","000048F_DK2_H2.76","000048F_DK2_H2_109819_109841"
"5553","000048F_DK2_H2.76","000048F_DK2_H2_110429_110451"
"5554","000048F_DK2_H2.82","000048F_DK2_H2_117803_117828"
"5555","000048F_DK2_H2.82","000048F_DK2_H2_118787_118816"
"5556","000048F_DK2_H2.82","000048F_DK2_H2_119132_119155"
"5557","000048F_DK2_H2.82","000048F_DK2_H2_119838_119866"
"5558","000048F_DK2_H2.82","000048F_DK2_H2_120162_120182"
"5559","000048F_DK2_H2.83","000048F_DK2_H2_120814_120835"
"5560","000048F_DK2_H2.83","000048F_DK2_H2_122451_122474"
"5561","000048F_DK2_H2.83","000048F_DK2_H2_123009_123029"
"5562","000048F_DK2_H2.83","000048F_DK2_H2_123693_123716"
"5563","000048F_DK2_H2.83","000048F_DK2_H2_124058_124084"
"5564","000048F_DK2_H2.84","000048F_DK2_H2_124466_124491"
"5565","000048F_DK2_H2.84","000048F_DK2_H2_124578_124609"
"5566","000048F_DK2_H2.84","000048F_DK2_H2_124829_124853"
"5567","000048F_DK2_H2.84","000048F_DK2_H2_125006_125028"
"5568","000049F_DK2_H1.8","000049F_DK2_H1_21701_21737"
"5569","000049F_DK2_H1.8","000049F_DK2_H1_21871_21905"
"5570","000049F_DK2_H1.10","000049F_DK2_H1_26421_26444"
"5571","000049F_DK2_H1.10","000049F_DK2_H1_26671_26697"
"5572","000049F_DK2_H1.12","000049F_DK2_H1_28059_28083"
