seqnames	strand	Gene_ID	intron_start	intron_end	intron_width	three_prime_end	five_prime_end	intron_midpoint	transcript_length	intron_to_5_end
000019F_DK2_H2	-	000019F_DK2_H2.50	79521	79545	25	78421	81760	79533	3339	0.6669661575321952
000019F_DK2_H2	-	000019F_DK2_H2.50	79937	79959	23	78421	81760	79948	3339	0.5426774483378257
000019F_DK2_H2	-	000019F_DK2_H2.50	80185	80263	79	78421	81760	80224	3339	0.46001796945193174
000019F_DK2_H2	-	000019F_DK2_H2.50	80803	80825	23	78421	81760	80814	3339	0.2833183587900569
000019F_DK2_H2	-	000019F_DK2_H2.50	81528	81550	23	78421	81760	81539	3339	0.0661874812818209
000019F_DK2_H2	-	000019F_DK2_H2.51	82337	82360	24	81762	82483	82348.5	721	0.18654646324549237
000019F_DK2_H2	-	000019F_DK2_H2.51	82393	82415	23	81762	82483	82404	721	0.10957004160887657
000019F_DK2_H2	-	000019F_DK2_H2.52	82909	82935	27	82686	83210	82922	524	0.549618320610687
000019F_DK2_H2	+	000019F_DK2_H2.53	83379	83405	27	85408	83254	83392	2154	0.06406685236768803
000019F_DK2_H2	+	000019F_DK2_H2.53	83502	83524	23	85408	83254	83513	2154	0.1202414113277623
000019F_DK2_H2	+	000019F_DK2_H2.53	83608	83631	24	85408	83254	83619.5	2154	0.16968430826369546
000019F_DK2_H2	+	000019F_DK2_H2.53	84262	84284	23	85408	83254	84273	2154	0.47307335190343547
000019F_DK2_H2	+	000019F_DK2_H2.53	84495	84517	23	85408	83254	84506	2154	0.5812441968430826
000019F_DK2_H2	+	000019F_DK2_H2.53	84858	84886	29	85408	83254	84872	2154	0.7511606313834726
000019F_DK2_H2	-	000019F_DK2_H2.54	85670	85692	23	85419	85780	85681	361	0.2742382271468144
000019F_DK2_H2	-	000019F_DK2_H2.57	87673	87694	22	87373	87795	87683.5	422	0.26421800947867297
000019F_DK2_H2	-	000019F_DK2_H2.59	88596	88617	22	88359	89738	88606.5	1379	0.8205221174764322
000019F_DK2_H2	-	000019F_DK2_H2.59	89354	89376	23	88359	89738	89365	1379	0.2704858593183466
000019F_DK2_H2	-	000019F_DK2_H2.59	89646	89666	21	88359	89738	89656	1379	0.05946337926033358
000019F_DK2_H2	-	000019F_DK2_H2.60	89986	90007	22	89740	91143	89996.5	1403	0.8171774768353528
000019F_DK2_H2	-	000019F_DK2_H2.60	90735	90757	23	89740	91143	90746	1403	0.28296507483962935
000019F_DK2_H2	-	000019F_DK2_H2.60	91042	91066	25	89740	91143	91054	1403	0.06343549536707056
000019F_DK2_H2	-	000019F_DK2_H2.61	91923	91945	23	91677	93090	91934	1413	0.8181174805378627
000019F_DK2_H2	-	000019F_DK2_H2.61	92673	92696	24	91677	93090	92684.5	1413	0.28697806086341116
000019F_DK2_H2	-	000019F_DK2_H2.61	92981	93006	26	91677	93090	92993.5	1413	0.06829440905874026
000019F_DK2_H2	+	000019F_DK2_H2.65	95897	95920	24	98287	95779	95908.5	2508	0.0516347687400319
000019F_DK2_H2	+	000019F_DK2_H2.65	96074	96096	23	98287	95779	96085	2508	0.12200956937799043
000019F_DK2_H2	+	000019F_DK2_H2.65	96282	96303	22	98287	95779	96292.5	2508	0.20474481658692184
000019F_DK2_H2	+	000019F_DK2_H2.65	96628	96649	22	98287	95779	96638.5	2508	0.3427033492822967
000019F_DK2_H2	+	000019F_DK2_H2.65	96787	96809	23	98287	95779	96798	2508	0.4062998405103668
000019F_DK2_H2	+	000019F_DK2_H2.65	96890	96954	65	98287	95779	96922	2508	0.4557416267942584
000019F_DK2_H2	+	000019F_DK2_H2.69	102087	102111	25	103380	101969	102099	1411	0.09213323883770376
000019F_DK2_H2	+	000019F_DK2_H2.69	102360	102382	23	103380	101969	102371	1411	0.28490432317505315
000019F_DK2_H2	+	000019F_DK2_H2.69	102833	102855	23	103380	101969	102844	1411	0.6201275690999292
000019F_DK2_H2	+	000019F_DK2_H2.69	103050	103076	27	103380	101969	103063	1411	0.7753366406803686
000019F_DK2_H2	+	000019F_DK2_H2.69	103173	103198	26	103380	101969	103185.5	1411	0.8621545003543586
000019F_DK2_H2	+	000019F_DK2_H2.71	104074	104100	27	104626	103725	104087	901	0.4017758046614872
000019F_DK2_H2	+	000019F_DK2_H2.71	104222	104246	25	104626	103725	104234	901	0.564927857935627
000019F_DK2_H2	+	000019F_DK2_H2.71	104398	104422	25	104626	103725	104410	901	0.7602663706992231
000019F_DK2_H2	-	000019F_DK2_H2.73	105802	105823	22	105174	106558	105812.5	1384	0.5386560693641619
000019F_DK2_H2	-	000019F_DK2_H2.73	105840	105870	31	105174	106558	105855	1384	0.5079479768786127
000019F_DK2_H2	-	000019F_DK2_H2.73	105969	105992	24	105174	106558	105980.5	1384	0.4172687861271676
000019F_DK2_H2	-	000019F_DK2_H2.73	106131	106158	28	105174	106558	106144.5	1384	0.29877167630057805
000019F_DK2_H2	-	000019F_DK2_H2.73	106362	106384	23	105174	106558	106373	1384	0.13367052023121387
000019F_DK2_H2	-	000019F_DK2_H2.74	106988	107007	20	106582	107497	106997.5	915	0.5459016393442623
000019F_DK2_H2	-	000019F_DK2_H2.75	107722	107746	25	107572	120798	107734	13226	0.9877513987600182
000019F_DK2_H2	-	000019F_DK2_H2.75	120360	120385	26	107572	120798	120372.5	13226	0.032171480417359746
000019F_DK2_H2	-	000019F_DK2_H2.75	120626	120647	22	107572	120798	120636.5	13226	0.012210796915167094
000019F_DK2_H2	-	000019F_DK2_H2.76	120988	121014	27	120842	121290	121001	448	0.6450892857142857
000019F_DK2_H2	-	000019F_DK2_H2.79	123549	123570	22	123124	124248	123559.5	1124	0.6125444839857651
000019F_DK2_H2	-	000019F_DK2_H2.79	123672	123695	24	123124	124248	123683.5	1124	0.5022241992882562
000019F_DK2_H2	-	000019F_DK2_H2.79	123767	123791	25	123124	124248	123779	1124	0.41725978647686834
000019F_DK2_H2	-	000019F_DK2_H2.79	123911	123930	20	123124	124248	123920.5	1124	0.29137010676156583
000019F_DK2_H2	-	000019F_DK2_H2.80	124332	124353	22	124280	124814	124342.5	534	0.8829588014981273
000019F_DK2_H2	-	000019F_DK2_H2.80	124552	124574	23	124280	124814	124563	534	0.4700374531835206
000019F_DK2_H2	-	000019F_DK2_H2.80	124701	124722	22	124280	124814	124711.5	534	0.19194756554307116
000019F_DK2_H2	+	000019F_DK2_H2.81	124986	125010	25	128639	124857	124998	3782	0.0372818614489688
000019F_DK2_H2	-	000019F_DK2_H2.82	128958	128979	22	128641	131111	128968.5	2470	0.8674089068825911
000019F_DK2_H2	-	000019F_DK2_H2.82	129110	129131	22	128641	131111	129120.5	2470	0.8058704453441295
000019F_DK2_H2	-	000019F_DK2_H2.82	130348	130371	24	128641	131111	130359.5	2470	0.304251012145749
000019F_DK2_H2	-	000019F_DK2_H2.82	130955	130975	21	128641	131111	130965	2470	0.05910931174089069
000019F_DK2_H2	-	000019F_DK2_H2.83	131512	131532	21	131128	133278	131522	2150	0.8167441860465117
000019F_DK2_H2	-	000019F_DK2_H2.83	131654	131681	28	131128	133278	131667.5	2150	0.7490697674418605
000019F_DK2_H2	+	000019F_DK2_H2.84	133821	133842	22	133992	133343	133831.5	649	0.7526964560862865
000019F_DK2_H2	+	000019F_DK2_H2.85	134264	134285	22	134708	134085	134274.5	623	0.3041733547351525
000019F_DK2_H2	+	000019F_DK2_H2.85	134475	134498	24	134708	134085	134486.5	623	0.64446227929374
000019F_DK2_H2	+	000019F_DK2_H2.85	134561	134586	26	134708	134085	134573.5	623	0.7841091492776886
000019F_DK2_H2	+	000019F_DK2_H2.86	135015	135036	22	135551	134925	135025.5	626	0.16054313099041534
000019F_DK2_H2	+	000019F_DK2_H2.86	135108	135131	24	135551	134925	135119.5	626	0.31070287539936103
000019F_DK2_H2	+	000019F_DK2_H2.86	135315	135339	25	135551	134925	135327	626	0.6421725239616614
000019F_DK2_H2	+	000019F_DK2_H2.86	135405	135427	23	135551	134925	135416	626	0.7843450479233227
000019F_DK2_H2	-	000019F_DK2_H2.87	135802	135831	30	135673	137172	135816.5	1499	0.9042695130086724
000019F_DK2_H2	-	000019F_DK2_H2.87	135968	135991	24	135673	137172	135979.5	1499	0.795530353569046
000019F_DK2_H2	-	000019F_DK2_H2.87	136552	136573	22	135673	137172	136562.5	1499	0.4066044029352902
000019F_DK2_H2	+	000019F_DK2_H2.88	137581	137608	28	138281	137187	137594.5	1094	0.37248628884826324
000019F_DK2_H2	+	000019F_DK2_H2.88	137714	137738	25	138281	137187	137726	1094	0.4926873857404022
000019F_DK2_H2	+	000019F_DK2_H2.88	137875	137902	28	138281	137187	137888.5	1094	0.6412248628884827
000019F_DK2_H2	-	000019F_DK2_H2.90	139159	139187	29	138638	139522	139173	884	0.3947963800904977
000019F_DK2_H2	-	000019F_DK2_H2.90	139408	139426	19	138638	139522	139417	884	0.11877828054298642
000019F_DK2_H2	-	000019F_DK2_H2.90	139479	139500	22	138638	139522	139489.5	884	0.03676470588235294
000019F_DK2_H2	-	000019F_DK2_H2.91	139881	139902	22	139544	140345	139891.5	801	0.5661672908863921
000019F_DK2_H2	-	000019F_DK2_H2.91	140220	140244	25	139544	140345	140232	801	0.14107365792759052
000019F_DK2_H2	-	000019F_DK2_H2.92	140459	140484	26	140347	141536	140471.5	1189	0.8952901597981497
000019F_DK2_H2	-	000019F_DK2_H2.92	141109	141134	26	140347	141536	141121.5	1189	0.34861227922624055
000019F_DK2_H2	-	000019F_DK2_H2.92	141300	141323	24	140347	141536	141311.5	1189	0.18881412952060556
000019F_DK2_H2	+	000019F_DK2_H2.93	141655	141676	22	141959	141553	141665.5	406	0.2770935960591133
000019F_DK2_H2	+	000019F_DK2_H2.93	141767	141787	21	141959	141553	141777	406	0.5517241379310345
000020F_DK2_H1	+	000020F_DK2_H1.5	12396	12420	25	14061	12328	12408	1733	0.04616272360069244
000020F_DK2_H1	+	000020F_DK2_H1.5	13023	13047	25	14061	12328	13035	1733	0.40796306982111946
000020F_DK2_H1	+	000020F_DK2_H1.5	13210	13249	40	14061	12328	13229.5	1733	0.520196191575303
000020F_DK2_H1	+	000020F_DK2_H1.5	13502	13524	23	14061	12328	13513	1733	0.6837853433352568
000020F_DK2_H1	+	000020F_DK2_H1.5	13670	13692	23	14061	12328	13681	1733	0.7807270628967109
000020F_DK2_H1	+	000020F_DK2_H1.5	13739	13771	33	14061	12328	13755	1733	0.8234275822273515
000020F_DK2_H1	+	000020F_DK2_H1.5	13938	13979	42	14061	12328	13958.5	1733	0.9408540103866128
000020F_DK2_H1	-	000020F_DK2_H1.6	14126	14148	23	14067	15377	14137	1310	0.9465648854961832
000020F_DK2_H1	-	000020F_DK2_H1.7	15603	15626	24	15410	15993	15614.5	583	0.6492281303602059
000020F_DK2_H1	-	000020F_DK2_H1.9	17400	17425	26	16981	17762	17412.5	781	0.4475032010243278
000020F_DK2_H1	-	000020F_DK2_H1.9	17587	17611	25	16981	17762	17599	781	0.2087067861715749
000020F_DK2_H1	+	000020F_DK2_H1.10	17865	17887	23	18614	17787	17876	827	0.10761789600967352
000020F_DK2_H1	+	000020F_DK2_H1.10	18075	18097	23	18614	17787	18086	827	0.3615477629987908
000020F_DK2_H1	+	000020F_DK2_H1.10	18402	18424	23	18614	17787	18413	827	0.7569528415961306
000020F_DK2_H1	-	000020F_DK2_H1.12	19722	19760	39	19583	19981	19741	398	0.6030150753768844
000020F_DK2_H1	+	000020F_DK2_H1.13	21712	21731	20	22234	20044	21721.5	2190	0.7659817351598174
000020F_DK2_H1	+	000020F_DK2_H1.13	22097	22123	27	22234	20044	22110	2190	0.94337899543379
000020F_DK2_H1	+	000020F_DK2_H1.14	23249	23316	68	25729	22284	23282.5	3445	0.2898403483309144
000020F_DK2_H1	+	000020F_DK2_H1.14	23752	23836	85	25729	22284	23794	3445	0.43831640058055155
000020F_DK2_H1	+	000020F_DK2_H1.14	23946	23970	25	25729	22284	23958	3445	0.48592162554426704
000020F_DK2_H1	+	000020F_DK2_H1.14	24439	24463	25	25729	22284	24451	3445	0.6290275761973875
000020F_DK2_H1	+	000020F_DK2_H1.14	24563	24585	23	25729	22284	24574	3445	0.6647314949201741
000020F_DK2_H1	+	000020F_DK2_H1.14	24688	24710	23	25729	22284	24699	3445	0.7010159651669086
000020F_DK2_H1	+	000020F_DK2_H1.14	25677	25704	28	25729	22284	25690.5	3445	0.9888243831640058
000020F_DK2_H1	-	000020F_DK2_H1.16	32250	32274	25	32146	35079	32262	2933	0.9604500511421753
000020F_DK2_H1	-	000020F_DK2_H1.16	32727	32751	25	32146	35079	32739	2933	0.79781793385612
000020F_DK2_H1	-	000020F_DK2_H1.16	32867	32889	23	32146	35079	32878	2933	0.7504261847937266
000020F_DK2_H1	+	000020F_DK2_H1.17	35515	35538	24	36866	35154	35526.5	1712	0.2175817757009346
000020F_DK2_H1	+	000020F_DK2_H1.17	35724	35745	22	36866	35154	35734.5	1712	0.3390771028037383
000020F_DK2_H1	+	000020F_DK2_H1.17	35884	35907	24	36866	35154	35895.5	1712	0.43311915887850466
000020F_DK2_H1	+	000020F_DK2_H1.22	41056	41080	25	41246	40699	41068	547	0.6745886654478976
000020F_DK2_H1	+	000020F_DK2_H1.22	41196	41218	23	41246	40699	41207	547	0.9287020109689214
000020F_DK2_H1	-	000020F_DK2_H1.23	41626	41648	23	41252	42747	41637	1495	0.7424749163879598
000020F_DK2_H1	-	000020F_DK2_H1.23	42200	42223	24	41252	42747	42211.5	1495	0.35819397993311036
000020F_DK2_H1	-	000020F_DK2_H1.23	42466	42493	28	41252	42747	42479.5	1495	0.17892976588628762
000020F_DK2_H1	+	000020F_DK2_H1.26	45152	45171	20	46056	45099	45161.5	957	0.06530825496342738
000020F_DK2_H1	+	000020F_DK2_H1.26	45391	45413	23	46056	45099	45402	957	0.3166144200626959
000020F_DK2_H1	-	000020F_DK2_H1.27	46396	46417	22	46085	46508	46406.5	423	0.23995271867612294
000020F_DK2_H1	-	000020F_DK2_H1.28	46893	46915	23	46569	47648	46904	1079	0.6895273401297498
000020F_DK2_H1	-	000020F_DK2_H1.28	47104	47185	82	46569	47648	47144.5	1079	0.4666357738646895
000020F_DK2_H1	-	000020F_DK2_H1.28	47437	47512	76	46569	47648	47474.5	1079	0.1607970342910102
000020F_DK2_H1	+	000020F_DK2_H1.32	51815	51851	37	53445	50842	51833	2603	0.3807145601229351
000020F_DK2_H1	-	000020F_DK2_H1.36	56820	56841	22	56441	57975	56830.5	1534	0.7460886571056062
000020F_DK2_H1	+	000020F_DK2_H1.37	58115	58135	21	58962	57998	58125	964	0.13174273858921162
000020F_DK2_H1	+	000020F_DK2_H1.37	58401	58425	25	58962	57998	58413	964	0.43049792531120334
000020F_DK2_H1	-	000020F_DK2_H1.38	59163	59188	26	58994	60177	59175.5	1183	0.8465765004226543
000020F_DK2_H1	-	000020F_DK2_H1.38	59504	59529	26	58994	60177	59516.5	1183	0.5583262890955198
000020F_DK2_H1	-	000020F_DK2_H1.38	59970	59992	23	58994	60177	59981	1183	0.16568047337278108
000020F_DK2_H1	-	000020F_DK2_H1.39	60396	60422	27	60334	62210	60409	1876	0.9600213219616205
000020F_DK2_H1	-	000020F_DK2_H1.39	61784	61805	22	60334	62210	61794.5	1876	0.2214818763326226
000020F_DK2_H1	-	000020F_DK2_H1.39	61995	62022	28	60334	62210	62008.5	1876	0.10740938166311301
000020F_DK2_H1	+	000020F_DK2_H1.40	62639	62667	29	63325	62487	62653	838	0.19809069212410502
000020F_DK2_H1	+	000020F_DK2_H1.40	62819	62842	24	63325	62487	62830.5	838	0.40990453460620524
000020F_DK2_H1	+	000020F_DK2_H1.40	63011	63035	25	63325	62487	63023	838	0.639618138424821
000020F_DK2_H1	+	000020F_DK2_H1.40	63161	63187	27	63325	62487	63174	838	0.8198090692124105
000020F_DK2_H1	+	000020F_DK2_H1.43	65884	65904	21	66191	64457	65894	1734	0.828719723183391
000020F_DK2_H1	+	000020F_DK2_H1.43	65980	66002	23	66191	64457	65991	1734	0.8846597462514417
000020F_DK2_H1	+	000020F_DK2_H1.44	68276	68303	28	68501	66236	68289.5	2265	0.9066225165562913
000020F_DK2_H1	+	000020F_DK2_H1.45	70427	70447	21	73193	68535	70437	4658	0.40832975525976817
000020F_DK2_H1	+	000020F_DK2_H1.45	70502	70525	24	73193	68535	70513.5	4658	0.4247531129240017
000020F_DK2_H1	+	000020F_DK2_H1.45	70728	70750	23	73193	68535	70739	4658	0.47316444826105625
000020F_DK2_H1	+	000020F_DK2_H1.45	71583	71609	27	73193	68535	71596	4658	0.6571489909832546
000020F_DK2_H1	+	000020F_DK2_H1.45	72335	72359	25	73193	68535	72347	4658	0.8183769858308286
000020F_DK2_H1	+	000020F_DK2_H1.45	72963	72984	22	73193	68535	72973.5	4658	0.9528767711464148
000020F_DK2_H1	+	000020F_DK2_H1.50	80861	80883	23	80907	80644	80872	263	0.8669201520912547
000020F_DK2_H1	-	000020F_DK2_H1.52	83737	83766	30	83242	84197	83751.5	955	0.4664921465968586
000020F_DK2_H1	-	000020F_DK2_H1.53	84879	84914	36	84518	85158	84896.5	640	0.40859375
000020F_DK2_H1	+	000020F_DK2_H1.55	87659	87680	22	88272	87581	87669.5	691	0.12807525325615052
000020F_DK2_H1	+	000020F_DK2_H1.55	87811	87833	23	88272	87581	87822	691	0.34876989869753977
000020F_DK2_H1	+	000020F_DK2_H1.55	88104	88137	34	88272	87581	88120.5	691	0.7807525325615051
000020F_DK2_H1	-	000020F_DK2_H1.56	88849	88873	25	88288	89690	88861	1402	0.5912981455064193
000020F_DK2_H1	-	000020F_DK2_H1.56	89661	89683	23	88288	89690	89672	1402	0.012838801711840228
000020F_DK2_H1	-	000020F_DK2_H1.58	94799	94824	26	91642	95977	94811.5	4335	0.2688581314878893
000020F_DK2_H1	-	000020F_DK2_H1.58	95747	95767	21	91642	95977	95757	4335	0.05074971164936563
000020F_DK2_H1	-	000020F_DK2_H1.60	97753	97775	23	97616	98383	97764	767	0.8070404172099087
000020F_DK2_H1	-	000020F_DK2_H1.60	98136	98156	21	97616	98383	98146	767	0.3089960886571056
000020F_DK2_H1	-	000020F_DK2_H1.60	98211	98233	23	97616	98383	98222	767	0.20990873533246415
000020F_DK2_H1	+	000020F_DK2_H1.62	99273	99294	22	99671	99110	99283.5	561	0.3092691622103387
000020F_DK2_H1	+	000020F_DK2_H1.62	99445	99469	25	99671	99110	99457	561	0.6185383244206774
000020F_DK2_H1	+	000020F_DK2_H1.62	99521	99544	24	99671	99110	99532.5	561	0.7531194295900179
000020F_DK2_H1	+	000020F_DK2_H1.64	100066	100094	29	101068	99965	100080	1103	0.1042611060743427
000020F_DK2_H1	+	000020F_DK2_H1.64	100697	100724	28	101068	99965	100710.5	1103	0.6758839528558477
000020F_DK2_H1	-	000020F_DK2_H1.66	103070	103092	23	102768	103450	103081	682	0.5410557184750733
000020F_DK2_H1	-	000020F_DK2_H1.66	103266	103291	26	102768	103450	103278.5	682	0.25146627565982405
000020F_DK2_H1	-	000020F_DK2_H1.67	104552	104575	24	104293	104865	104563.5	572	0.5270979020979021
000020F_DK2_H1	-	000020F_DK2_H1.70	108881	108903	23	107891	112560	108892	4669	0.7856071964017991
000020F_DK2_H1	-	000020F_DK2_H1.70	109111	109130	20	107891	112560	109120.5	4669	0.7366673805954166
000020F_DK2_H1	-	000020F_DK2_H1.70	109266	109331	66	107891	112560	109298.5	4669	0.698543585350182
000020F_DK2_H1	-	000020F_DK2_H1.70	109494	109518	25	107891	112560	109506	4669	0.6541015206682373
000020F_DK2_H1	-	000020F_DK2_H1.70	111771	111793	23	107891	112560	111782	4669	0.16663097022917112
000020F_DK2_H1	-	000020F_DK2_H1.70	111960	111988	29	107891	112560	111974	4669	0.12550867423431142
000020F_DK2_H1	-	000020F_DK2_H1.70	112196	112219	24	107891	112560	112207.5	4669	0.07549796530306276
000020F_DK2_H1	-	000020F_DK2_H1.70	112423	112446	24	107891	112560	112434.5	4669	0.026879417434140074
000020F_DK2_H1	+	000020F_DK2_H1.73	115217	115240	24	116565	114697	115228.5	1868	0.2845289079229122
000020F_DK2_H1	+	000020F_DK2_H1.73	115959	115983	25	116565	114697	115971	1868	0.6820128479657388
000020F_DK2_H1	+	000020F_DK2_H1.73	116300	116322	23	116565	114697	116311	1868	0.8640256959314775
000020F_DK2_H1	+	000020F_DK2_H1.78	121560	121582	23	122772	121366	121571	1406	0.14580369843527738
000020F_DK2_H1	+	000020F_DK2_H1.78	121763	121788	26	122772	121366	121775.5	1406	0.29125177809388336
000020F_DK2_H1	+	000020F_DK2_H1.79	123979	124001	23	124158	123471	123990	687	0.7554585152838428
000020F_DK2_H1	-	000020F_DK2_H1.80	124389	124411	23	124175	125775	124400	1600	0.859375
000020F_DK2_H1	-	000020F_DK2_H1.80	124603	124630	28	124175	125775	124616.5	1600	0.7240625
000020F_DK2_H1	-	000020F_DK2_H1.80	125031	125054	24	124175	125775	125042.5	1600	0.4578125
000020F_DK2_H1	-	000020F_DK2_H1.80	125346	125370	25	124175	125775	125358	1600	0.260625
000020F_DK2_H1	-	000020F_DK2_H1.80	125555	125576	22	124175	125775	125565.5	1600	0.1309375
000020F_DK2_H1	+	000020F_DK2_H1.82	126470	126502	33	126951	126422	126486	529	0.12098298676748583
000020F_DK2_H1	+	000020F_DK2_H1.83	127144	127168	25	127453	127025	127156	428	0.3060747663551402
000020F_DK2_H1	+	000020F_DK2_H1.84	127687	127712	26	130204	127517	127699.5	2687	0.06791961295124674
000020F_DK2_H1	+	000020F_DK2_H1.84	127831	127853	23	130204	127517	127842	2687	0.12095273539263118
000020F_DK2_H1	+	000020F_DK2_H1.84	128578	128603	26	130204	127517	128590.5	2687	0.39951618905842945
000020F_DK2_H1	+	000020F_DK2_H1.84	128915	128942	28	130204	127517	128928.5	2687	0.5253070338667659
000020F_DK2_H1	+	000020F_DK2_H1.84	129657	129683	27	130204	127517	129670	2687	0.8012653516933383
000020F_DK2_H1	+	000020F_DK2_H1.88	137266	137287	22	137471	137172	137276.5	299	0.3494983277591973
000020F_DK2_H1	+	000020F_DK2_H1.89	137572	137599	28	138220	137482	137585.5	738	0.1402439024390244
000020F_DK2_H1	+	000020F_DK2_H1.89	137950	137976	27	138220	137482	137963	738	0.6517615176151762
000020F_DK2_H1	-	000020F_DK2_H1.94	141217	141238	22	140925	141363	141227.5	438	0.3093607305936073
000020F_DK2_H1	-	000020F_DK2_H1.97	144266	144287	22	144081	145607	144276.5	1526	0.8718872870249017
000020F_DK2_H1	-	000020F_DK2_H1.97	144482	144504	23	144081	145607	144493	1526	0.7300131061598951
000020F_DK2_H1	-	000020F_DK2_H1.97	145447	145478	32	144081	145607	145462.5	1526	0.09469200524246396
000020F_DK2_H2	+	000020F_DK2_H2.2	4305	4329	25	6598	4093	4317	2505	0.08942115768463074
000020F_DK2_H2	+	000020F_DK2_H2.2	4480	4502	23	6598	4093	4491	2505	0.15888223552894212
000020F_DK2_H2	+	000020F_DK2_H2.2	4650	4674	25	6598	4093	4662	2505	0.22714570858283434
000020F_DK2_H2	+	000020F_DK2_H2.2	4937	4962	26	6598	4093	4949.5	2505	0.34191616766467064
000020F_DK2_H2	+	000020F_DK2_H2.2	5099	5123	25	6598	4093	5111	2505	0.4063872255489022
000020F_DK2_H2	-	000020F_DK2_H2.9	16101	16125	25	15905	16861	16113	956	0.7824267782426778
000020F_DK2_H2	+	000020F_DK2_H2.11	17772	17794	23	18149	17694	17783	455	0.1956043956043956
000020F_DK2_H2	+	000020F_DK2_H2.11	17977	18004	28	18149	17694	17990.5	455	0.6516483516483517
000020F_DK2_H2	+	000020F_DK2_H2.19	25889	25913	25	32075	25787	25901	6288	0.01812977099236641
000020F_DK2_H2	+	000020F_DK2_H2.19	31144	31169	26	32075	25787	31156.5	6288	0.853928117048346
000020F_DK2_H2	+	000020F_DK2_H2.19	31840	31864	25	32075	25787	31852	6288	0.9645356234096693
000020F_DK2_H2	-	000020F_DK2_H2.22	37582	37605	24	36807	38340	37593.5	1533	0.48695368558382257
000020F_DK2_H2	-	000020F_DK2_H2.22	37806	37826	21	36807	38340	37816	1533	0.34181343770384864
000020F_DK2_H2	-	000020F_DK2_H2.22	37939	37961	23	36807	38340	37950	1533	0.25440313111545987
000020F_DK2_H2	+	000020F_DK2_H2.23	38895	38928	34	40508	38510	38911.5	1998	0.20095095095095095
000020F_DK2_H2	+	000020F_DK2_H2.23	39064	39088	25	40508	38510	39076	1998	0.2832832832832833
000020F_DK2_H2	+	000020F_DK2_H2.23	39563	39585	23	40508	38510	39574	1998	0.5325325325325325
000020F_DK2_H2	+	000020F_DK2_H2.23	39982	40009	28	40508	38510	39995.5	1998	0.7434934934934935
000020F_DK2_H2	+	000020F_DK2_H2.23	40076	40100	25	40508	38510	40088	1998	0.7897897897897898
000020F_DK2_H2	+	000020F_DK2_H2.23	40298	40323	26	40508	38510	40310.5	1998	0.9011511511511512
000020F_DK2_H2	+	000020F_DK2_H2.26	42832	42853	22	44998	42686	42842.5	2312	0.06769031141868512
000020F_DK2_H2	+	000020F_DK2_H2.26	43013	43032	20	44998	42686	43022.5	2312	0.14554498269896193
000020F_DK2_H2	+	000020F_DK2_H2.26	43327	43349	23	44998	42686	43338	2312	0.2820069204152249
000020F_DK2_H2	+	000020F_DK2_H2.26	44291	44369	79	44998	42686	44330	2312	0.7110726643598616
000020F_DK2_H2	+	000020F_DK2_H2.26	44397	44447	51	44998	42686	44422	2312	0.7508650519031141
000020F_DK2_H2	+	000020F_DK2_H2.26	44610	44632	23	44998	42686	44621	2312	0.8369377162629758
000020F_DK2_H2	+	000020F_DK2_H2.26	44647	44675	29	44998	42686	44661	2312	0.8542387543252595
000020F_DK2_H2	+	000020F_DK2_H2.26	44760	44784	25	44998	42686	44772	2312	0.9022491349480969
000020F_DK2_H2	+	000020F_DK2_H2.26	44871	44894	24	44998	42686	44882.5	2312	0.9500432525951558
000020F_DK2_H2	+	000020F_DK2_H2.32	48867	48892	26	50401	48751	48879.5	1650	0.07787878787878788
000020F_DK2_H2	+	000020F_DK2_H2.32	48996	49018	23	50401	48751	49007	1650	0.15515151515151515
000020F_DK2_H2	+	000020F_DK2_H2.32	49370	49412	43	50401	48751	49391	1650	0.3878787878787879
000020F_DK2_H2	+	000020F_DK2_H2.32	49672	49696	25	50401	48751	49684	1650	0.5654545454545454
000020F_DK2_H2	+	000020F_DK2_H2.32	49929	49950	22	50401	48751	49939.5	1650	0.7203030303030303
000020F_DK2_H2	-	000020F_DK2_H2.43	63767	63790	24	63616	64061	63778.5	445	0.6348314606741573
000020F_DK2_H2	-	000020F_DK2_H2.49	74925	74947	23	74825	76328	74936	1503	0.9261477045908184
000020F_DK2_H2	-	000020F_DK2_H2.49	75852	75873	22	74825	76328	75862.5	1503	0.3097139055222888
000020F_DK2_H2	-	000020F_DK2_H2.49	76029	76051	23	74825	76328	76040	1503	0.19161676646706588
000020F_DK2_H2	-	000020F_DK2_H2.54	81914	81939	26	81621	82919	81926.5	1298	0.764637904468413
000020F_DK2_H2	-	000020F_DK2_H2.54	82273	82294	22	81621	82919	82283.5	1298	0.48959938366718025
000020F_DK2_H2	-	000020F_DK2_H2.54	82534	82569	36	81621	82919	82551.5	1298	0.28312788906009245
000020F_DK2_H2	+	000020F_DK2_H2.60	90052	90076	25	91602	89634	90064	1968	0.2184959349593496
000020F_DK2_H2	+	000020F_DK2_H2.60	90290	90306	17	91602	89634	90298	1968	0.33739837398373984
000020F_DK2_H2	+	000020F_DK2_H2.60	90447	90479	33	91602	89634	90463	1968	0.421239837398374
000020F_DK2_H2	+	000020F_DK2_H2.60	90728	90750	23	91602	89634	90739	1968	0.5614837398373984
000020F_DK2_H2	-	000020F_DK2_H2.62	96203	96227	25	96057	97516	96215	1459	0.8917066483893078
