chr,strand,GeneID,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,IncLevelDifference,FDR,timepoints,A3SS_ID,longExonStart_1base,shortES_1base,short_exon_id,long_exon_id,A3SS_position,canonical_exon,A3SS_exon,A3_exon_start,A3_exon_end,can_exon_start,can_exon_end,distance_canSS_ASS,frameshift,three_prime_end,five_prime_end,A3SS_site,relative_distance_A3SS_to_5_end,can_intron_start,can_intron_end,intron_id_start,intron_id_end
000109F_DK2_H1,+,000109F_DK2_H1.2,3978,4167,3982,4167,3582,3955,0.137,0.0357800104580688,AM5,000109F_DK2_H1.23978416739824167,3979,3983,000109F_DK2_H1_3983_4167,000109F_DK2_H1_3979_4167,exon,000109F_DK2_H1_3979_4167,000109F_DK2_H1_3983_4167,3983,4167,3979,4167,4,3n+1,5023,2642,3983,0.5632087358252835,3956,NA,000109F_DK2_H1_3956,000109F_DK2_H1_NA
000165F_DK2_H1,-,000165F_DK2_H1.20,30960,31262,30960,31251,31282,31525,0.15,1.1072044750498e-4,AM5,000165F_DK2_H1.2030960312623096031251,30961,30961,000165F_DK2_H1_30961_31251,000165F_DK2_H1_30961_31262,exon,000165F_DK2_H1_30961_31262,000165F_DK2_H1_30961_31251,30961,31251,30961,31262,11,3n+1,30339,34542,31251,0.7830121341898644,NA,31282,000165F_DK2_H1_NA,000165F_DK2_H1_31282
000114F_DK2_H1,+,000114F_DK2_H1.32,36983,37353,36987,37353,36847,36963,0.349,2.988254502735985e-7,AM5,000114F_DK2_H1.3236983373533698737353,36984,36988,000114F_DK2_H1_36988_37353,000114F_DK2_H1_36984_37353,exon,000114F_DK2_H1_36984_37353,000114F_DK2_H1_36988_37353,36988,37353,36984,37353,4,3n+1,38577,36848,36988,0.08097165991902834,36964,NA,000114F_DK2_H1_36964,000114F_DK2_H1_NA
000114F_DK2_H2,+,000114F_DK2_H2.31,37006,37098,37008,37098,36873,36986,0.17,0.00585227124146819,AM5,000114F_DK2_H2.3137006370983700837098,37007,37009,000114F_DK2_H2_37009_37098,000114F_DK2_H2_37007_37098,exon,000114F_DK2_H2_37007_37098,000114F_DK2_H2_37009_37098,37009,37098,37007,37098,2,3n+1,37098,36874,37009,0.6026785714285714,36987,NA,000114F_DK2_H2_36987,000114F_DK2_H2_NA
000362F_DK2_H1,-,000362F_DK2_H1.17,23503,23771,23503,23769,23793,23971,0.16,6.463174563067084e-8,AM5,000362F_DK2_H1.1723503237712350323769,23504,23504,000362F_DK2_H1_23504_23769,000362F_DK2_H1_23504_23771,exon,000362F_DK2_H1_23504_23771,000362F_DK2_H1_23504_23769,23504,23769,23504,23771,2,3n+1,23278,25386,23769,0.7670777988614801,NA,23793,000362F_DK2_H1_NA,000362F_DK2_H1_23793
000155F_DK2_H2,-,000155F_DK2_H2.4,4933,5198,4933,5191,5219,5454,-0.142,0.03268311111728795,AM5,000155F_DK2_H2.44933519849335191,4934,4934,000155F_DK2_H2_4934_5191,000155F_DK2_H2_4934_5198,exon,000155F_DK2_H2_4934_5198,000155F_DK2_H2_4934_5191,4934,5191,4934,5198,7,3n+1,4934,6258,5191,0.8058912386706949,NA,5219,000155F_DK2_H2_NA,000155F_DK2_H2_5219
000068F_DK2_H1,-,000068F_DK2_H1.34,51739,51888,51739,51881,51912,53093,-0.153,0.01891750269346052,AM5,000068F_DK2_H1.3451739518885173951881,51740,51740,000068F_DK2_H1_51740_51881,000068F_DK2_H1_51740_51888,intron,000068F_DK2_H1_51740_51881,000068F_DK2_H1_51740_51888,51740,51888,51740,51881,7,3n+1,50114,53093,51888,0.40449815374286674,NA,51912,000068F_DK2_H1_NA,000068F_DK2_H1_51912
000126F_DK2_H1,+,000126F_DK2_H1.83,126121,126343,126131,126343,123643,126100,0.215,1.1235652363938e-4,AM5,000126F_DK2_H1.83126121126343126131126343,126122,126132,000126F_DK2_H1_126132_126343,000126F_DK2_H1_126122_126343,exon,000126F_DK2_H1_126122_126343,000126F_DK2_H1_126132_126343,126132,126343,126122,126343,10,3n+1,126636,123427,126132,0.8429417263945155,126101,NA,000126F_DK2_H1_126101,000126F_DK2_H1_NA
000014F_DK2_H1,-,000014F_DK2_H1.74,114902,115275,114902,115273,115298,115591,0.146,0.02595489212371184,AM5,000014F_DK2_H1.74114902115275114902115273,114903,114903,000014F_DK2_H1_114903_115273,000014F_DK2_H1_114903_115275,exon,000014F_DK2_H1_114903_115275,000014F_DK2_H1_114903_115273,114903,115273,114903,115275,2,3n+1,112917,115667,115273,0.14327272727272727,NA,115298,000014F_DK2_H1_NA,000014F_DK2_H1_115298
000132F_DK2_H1,+,000132F_DK2_H1.35,42844,42986,42863,42986,42682,42825,0.204,0.02507365559374209,AM5,000132F_DK2_H1.3542844429864286342986,42845,42864,000132F_DK2_H1_42864_42986,000132F_DK2_H1_42845_42986,intron,000132F_DK2_H1_42864_42986,000132F_DK2_H1_42845_42986,42845,42986,42864,42986,19,3n+1,43236,42061,42845,0.6672340425531915,42826,NA,000132F_DK2_H1_42826,000132F_DK2_H1_NA
000136F_DK2_H1,-,000136F_DK2_H1.4,4247,4693,4247,4686,4715,4899,0.214,3.423964075232837e-10,AM5,000136F_DK2_H1.44247469342474686,4248,4248,000136F_DK2_H1_4248_4686,000136F_DK2_H1_4248_4693,exon,000136F_DK2_H1_4248_4693,000136F_DK2_H1_4248_4686,4248,4686,4248,4693,7,3n+1,4014,4899,4686,0.24067796610169492,NA,4715,000136F_DK2_H1_NA,000136F_DK2_H1_4715
000231F_DK2_H1,+,000231F_DK2_H1.18,26008,26411,26010,26411,25725,25985,0.155,0.00990053642044808,AM5,000231F_DK2_H1.1826008264112601026411,26009,26011,000231F_DK2_H1_26011_26411,000231F_DK2_H1_26009_26411,exon,000231F_DK2_H1_26009_26411,000231F_DK2_H1_26011_26411,26011,26411,26009,26411,2,3n+1,26588,25233,26011,0.574169741697417,25986,NA,000231F_DK2_H1_25986,000231F_DK2_H1_NA
000148F_DK2_H2,-,000148F_DK2_H2.32,49197,49404,49197,49399,49425,49636,0.112,9.6734848897629e-4,AM5,000148F_DK2_H2.3249197494044919749399,49198,49198,000148F_DK2_H2_49198_49399,000148F_DK2_H2_49198_49404,exon,000148F_DK2_H2_49198_49404,000148F_DK2_H2_49198_49399,49198,49399,49198,49404,5,3n+1,49198,49780,49399,0.654639175257732,NA,49425,000148F_DK2_H2_NA,000148F_DK2_H2_49425
000036F_DK2_H2,-,000036F_DK2_H2.65,111050,111472,111050,111468,111494,111750,0.159,0.00409318799919001,AM5,000036F_DK2_H2.65111050111472111050111468,111051,111051,000036F_DK2_H2_111051_111468,000036F_DK2_H2_111051_111472,exon,000036F_DK2_H2_111051_111472,000036F_DK2_H2_111051_111468,111051,111468,111051,111472,4,3n+1,110283,111750,111468,0.19222903885480572,NA,111494,000036F_DK2_H2_NA,000036F_DK2_H2_111494
000154F_DK2_H2,-,000154F_DK2_H2.15,36398,36705,36398,36703,36726,37752,0.277,2.2828957149216045e-5,AM5,000154F_DK2_H2.1536398367053639836703,36399,36399,000154F_DK2_H2_36399_36703,000154F_DK2_H2_36399_36705,exon,000154F_DK2_H2_36399_36705,000154F_DK2_H2_36399_36703,36399,36703,36399,36705,2,3n+1,36018,37752,36703,0.604959630911188,NA,36726,000154F_DK2_H2_NA,000154F_DK2_H2_36726
000365F_DK2_H1,-,000365F_DK2_H1.14,19659,19856,19659,19843,19877,19989,0.133,0.04105517040671709,AM8,000365F_DK2_H1.1419659198561965919843,19660,19660,000365F_DK2_H1_19660_19843,000365F_DK2_H1_19660_19856,exon,000365F_DK2_H1_19660_19856,000365F_DK2_H1_19660_19843,19660,19843,19660,19856,13,3n+1,19281,20067,19843,0.28498727735368956,NA,19877,000365F_DK2_H1_NA,000365F_DK2_H1_19877
000353F_DK2_H1,+,000353F_DK2_H1.5,7205,7388,7212,7388,7048,7186,-0.147,0.01222306765342451,AM8,000353F_DK2_H1.57205738872127388,7206,7213,000353F_DK2_H1_7213_7388,000353F_DK2_H1_7206_7388,exon,000353F_DK2_H1_7206_7388,000353F_DK2_H1_7213_7388,7213,7388,7206,7388,7,3n+1,7388,7049,7213,0.4837758112094395,7187,NA,000353F_DK2_H1_7187,000353F_DK2_H1_NA
000338F_DK2_H2,-,000338F_DK2_H2.12,26658,26795,26658,26790,26817,26956,0.132,4.478051012055e-4,AM8,000338F_DK2_H2.1226658267952665826790,26659,26659,000338F_DK2_H2_26659_26790,000338F_DK2_H2_26659_26795,exon,000338F_DK2_H2_26659_26795,000338F_DK2_H2_26659_26790,26659,26790,26659,26795,5,3n+1,26545,26956,26790,0.40389294403892945,NA,26817,000338F_DK2_H2_NA,000338F_DK2_H2_26817
000274F_DK2_H1,+,000274F_DK2_H1.8,5740,6093,5744,6093,5362,5720,-0.107,6.7297538401736e-4,AM8,000274F_DK2_H1.85740609357446093,5741,5745,000274F_DK2_H1_5745_6093,000274F_DK2_H1_5741_6093,intron,000274F_DK2_H1_5745_6093,000274F_DK2_H1_5741_6093,5741,6093,5745,6093,4,3n+1,6093,5363,5741,0.5178082191780822,5721,NA,000274F_DK2_H1_5721,000274F_DK2_H1_NA
000228F_DK2_H2,+,000228F_DK2_H2.27,40400,40670,40402,40670,39915,40378,0.222,0.00991919387280196,AM8,000228F_DK2_H2.2740400406704040240670,40401,40403,000228F_DK2_H2_40403_40670,000228F_DK2_H2_40401_40670,intron,000228F_DK2_H2_40403_40670,000228F_DK2_H2_40401_40670,40401,40670,40403,40670,2,3n+1,41679,36445,40401,0.7558272831486434,40379,NA,000228F_DK2_H2_40379,000228F_DK2_H2_NA
000192F_23762-60009_DK2_H2,-,000192F_23762-60009_DK2_H2.11,24662,25142,24662,25140,25164,25781,0.136,0.01060190151202112,AM8,000192F_23762-60009_DK2_H2.1124662251422466225140,24663,24663,000192F_23762-60009_DK2_H2_24663_25140,000192F_23762-60009_DK2_H2_24663_25142,exon,000192F_23762-60009_DK2_H2_24663_25142,000192F_23762-60009_DK2_H2_24663_25140,24663,25140,24663,25142,2,3n+1,24663,25781,25140,0.5733452593917711,NA,25164,000192F_23762-60009_DK2_H2_NA,000192F_23762-60009_DK2_H2_25164
000402F_DK2_H1,-,000402F_DK2_H1.3,11509,11669,11509,11667,11690,11814,-0.143,0.01722832676079708,AM8,000402F_DK2_H1.311509116691150911667,11510,11510,000402F_DK2_H1_11510_11667,000402F_DK2_H1_11510_11669,exon,000402F_DK2_H1_11510_11669,000402F_DK2_H1_11510_11667,11510,11667,11510,11669,2,3n+1,10629,11814,11667,0.1240506329113924,NA,11690,000402F_DK2_H1_NA,000402F_DK2_H1_11690
000190F_DK2_H1,-,000190F_DK2_H1.14,16325,16471,16325,16463,16491,16994,0.151,0.00374250089013376,AM8,000190F_DK2_H1.1416325164711632516463,16326,16326,000190F_DK2_H1_16326_16463,000190F_DK2_H1_16326_16471,exon,000190F_DK2_H1_16326_16471,000190F_DK2_H1_16326_16463,16326,16463,16326,16471,8,3n+1,15402,16994,16463,0.3335427135678392,NA,16491,000190F_DK2_H1_NA,000190F_DK2_H1_16491
000353F_DK2_H1,+,000353F_DK2_H1.11,12652,12715,12661,12715,12576,12631,-0.112,2.0295440215688e-4,AM8,000353F_DK2_H1.1112652127151266112715,12653,12662,000353F_DK2_H1_12662_12715,000353F_DK2_H1_12653_12715,exon,000353F_DK2_H1_12653_12715,000353F_DK2_H1_12662_12715,12662,12715,12653,12715,9,3n,14099,12577,12662,0.05584756898817345,12632,NA,000353F_DK2_H1_12632,000353F_DK2_H1_NA
000088F_DK2_H1,+,000088F_DK2_H1.55,66887,67267,66891,67267,66716,66862,0.127,1.559836467501305e-5,AM8,000088F_DK2_H1.5566887672676689167267,66888,66892,000088F_DK2_H1_66892_67267,000088F_DK2_H1_66888_67267,exon,000088F_DK2_H1_66888_67267,000088F_DK2_H1_66892_67267,66892,67267,66888,67267,4,3n+1,67267,66717,66892,0.3181818181818182,66863,NA,000088F_DK2_H1_66863,000088F_DK2_H1_NA
000056F_DK2_H1,+,000056F_DK2_H1.36,67326,67760,67329,67760,67136,67304,-0.138,0.02345393390073747,AM8,000056F_DK2_H1.3667326677606732967760,67327,67330,000056F_DK2_H1_67330_67760,000056F_DK2_H1_67327_67760,intron,000056F_DK2_H1_67330_67760,000056F_DK2_H1_67327_67760,67327,67760,67330,67760,3,3n,67760,66775,67327,0.5604060913705584,67305,NA,000056F_DK2_H1_67305,000056F_DK2_H1_NA
000071F_DK2_H1,-,000071F_DK2_H1.23,38395,38516,38395,38503,38536,38602,0.143,0.02185684984976991,AM8,000071F_DK2_H1.2338395385163839538503,38396,38396,000071F_DK2_H1_38396_38503,000071F_DK2_H1_38396_38516,exon,000071F_DK2_H1_38396_38516,000071F_DK2_H1_38396_38503,38396,38503,38396,38516,13,3n+1,38033,38775,38503,0.3665768194070081,NA,38536,000071F_DK2_H1_NA,000071F_DK2_H1_38536
000155F_DK2_H1,-,000155F_DK2_H1.12,20461,20576,20461,20554,20596,20701,-0.218,0.01495948832791002,AM8,000155F_DK2_H1.1220461205762046120554,20462,20462,000155F_DK2_H1_20462_20554,000155F_DK2_H1_20462_20576,exon,000155F_DK2_H1_20462_20576,000155F_DK2_H1_20462_20554,20462,20554,20462,20576,22,3n+1,20015,20701,20554,0.21428571428571427,NA,20596,000155F_DK2_H1_NA,000155F_DK2_H1_20596
000267F_DK2_H1,+,000267F_DK2_H1.8,15717,15868,15724,15868,15223,15696,-0.217,8.683103613103384e-5,AM8,000267F_DK2_H1.815717158681572415868,15718,15725,000267F_DK2_H1_15725_15868,000267F_DK2_H1_15718_15868,exon,000267F_DK2_H1_15718_15868,000267F_DK2_H1_15725_15868,15725,15868,15718,15868,7,3n+1,16381,14623,15725,0.626848691695108,15697,NA,000267F_DK2_H1_15697,000267F_DK2_H1_NA
000043F_DK2_H2,+,000043F_DK2_H2.67,113060,113344,113071,113344,112868,113037,0.247,0.00123664310022835,AM8,000043F_DK2_H2.67113060113344113071113344,113061,113072,000043F_DK2_H2_113072_113344,000043F_DK2_H2_113061_113344,exon,000043F_DK2_H2_113061_113344,000043F_DK2_H2_113072_113344,113072,113344,113061,113344,11,3n+1,113962,109338,113072,0.8075259515570934,113038,NA,000043F_DK2_H2_113038,000043F_DK2_H2_NA
000040F_DK2_H2,-,000040F_DK2_H2.55,79894,79964,79894,79962,79987,80037,-0.119,0.00797789134230475,AM8,000040F_DK2_H2.5579894799647989479962,79895,79895,000040F_DK2_H2_79895_79962,000040F_DK2_H2_79895_79964,intron,000040F_DK2_H2_79895_79962,000040F_DK2_H2_79895_79964,79895,79964,79895,79962,2,3n+1,78874,80037,79964,0.06276870163370593,NA,79987,000040F_DK2_H2_NA,000040F_DK2_H2_79987
000043F_DK2_H1,+,000043F_DK2_H1.55,76403,76558,76408,76558,76151,76378,0.243,0.01262968306051572,AM8,000043F_DK2_H1.5576403765587640876558,76404,76409,000043F_DK2_H1_76409_76558,000043F_DK2_H1_76404_76558,exon,000043F_DK2_H1_76404_76558,000043F_DK2_H1_76409_76558,76409,76558,76404,76558,5,3n+1,76973,75769,76409,0.53156146179402,76379,NA,000043F_DK2_H1_76379,000043F_DK2_H1_NA
000047F_DK2_H2,+,000047F_DK2_H2.58,88215,88303,88217,88303,88064,88193,0.112,0.01523743572291925,AM8,000047F_DK2_H2.5888215883038821788303,88216,88218,000047F_DK2_H2_88218_88303,000047F_DK2_H2_88216_88303,exon,000047F_DK2_H2_88216_88303,000047F_DK2_H2_88218_88303,88218,88303,88216,88303,2,3n+1,89668,88065,88218,0.09544603867747972,88194,NA,000047F_DK2_H2_88194,000047F_DK2_H2_NA
000032F_DK2_H1,+,000032F_DK2_H1.91,135227,135432,135235,135432,135065,135205,0.144,0.01917944249286765,AM8,000032F_DK2_H1.91135227135432135235135432,135228,135236,000032F_DK2_H1_135236_135432,000032F_DK2_H1_135228_135432,exon,000032F_DK2_H1_135228_135432,000032F_DK2_H1_135236_135432,135236,135432,135228,135432,8,3n+1,135882,135066,135236,0.20833333333333334,135206,NA,000032F_DK2_H1_135206,000032F_DK2_H1_NA
000009F_DK2_H2,+,000009F_DK2_H2.11,13261,13674,13266,13674,13009,13239,0.154,0.0300428560470501,AM8,000009F_DK2_H2.1113261136741326613674,13262,13267,000009F_DK2_H2_13267_13674,000009F_DK2_H2_13262_13674,exon,000009F_DK2_H2_13262_13674,000009F_DK2_H2_13267_13674,13267,13674,13262,13674,5,3n+1,14755,13010,13267,0.1472779369627507,13240,NA,000009F_DK2_H2_13240,000009F_DK2_H2_NA
000199F_DK2_H1,+,000199F_DK2_H1.9,5289,5458,5302,5458,4998,5269,-0.103,0.01937369692417759,AM8,000199F_DK2_H1.95289545853025458,5290,5303,000199F_DK2_H1_5303_5458,000199F_DK2_H1_5290_5458,exon,000199F_DK2_H1_5290_5458,000199F_DK2_H1_5303_5458,5303,5458,5290,5458,13,3n+1,6180,4710,5303,0.4034013605442177,5270,NA,000199F_DK2_H1_5270,000199F_DK2_H1_NA
000094F_DK2_H1,-,000094F_DK2_H1.64,85882,86186,85882,86184,86207,87060,0.108,0.0148758702278466,AM8,000094F_DK2_H1.6485882861868588286184,85883,85883,000094F_DK2_H1_85883_86184,000094F_DK2_H1_85883_86186,intron,000094F_DK2_H1_85883_86184,000094F_DK2_H1_85883_86186,85883,86186,85883,86184,2,3n+1,85637,87356,86186,0.680628272251309,NA,86207,000094F_DK2_H1_NA,000094F_DK2_H1_86207
000036F_DK2_H1,-,000036F_DK2_H1.8,10152,10649,10152,10647,10671,11538,-0.153,0.00640176880109945,AM8,000036F_DK2_H1.810152106491015210647,10153,10153,000036F_DK2_H1_10153_10647,000036F_DK2_H1_10153_10649,intron,000036F_DK2_H1_10153_10647,000036F_DK2_H1_10153_10649,10153,10649,10153,10647,2,3n+1,10153,11538,10649,0.6418772563176895,NA,10671,000036F_DK2_H1_NA,000036F_DK2_H1_10671
000012F_DK2_H2,-,000012F_DK2_H2.48,51073,51532,51073,51527,51552,51814,0.161,0.01025824944123356,AM8,000012F_DK2_H2.4851073515325107351527,51074,51074,000012F_DK2_H2_51074_51527,000012F_DK2_H2_51074_51532,exon,000012F_DK2_H2_51074_51532,000012F_DK2_H2_51074_51527,51074,51527,51074,51532,5,3n+1,50326,53792,51527,0.6534910559723024,NA,51552,000012F_DK2_H2_NA,000012F_DK2_H2_51552
000047F_DK2_H2,-,000047F_DK2_H2.37,51937,52036,51937,52035,52058,52486,0.151,0.01395923431932952,AM8,000047F_DK2_H2.3751937520365193752035,51938,51938,000047F_DK2_H2_51938_52035,000047F_DK2_H2_51938_52036,exon,000047F_DK2_H2_51938_52036,000047F_DK2_H2_51938_52035,51938,52035,51938,52036,1,3n+1,50937,52797,52035,0.4096774193548387,NA,52058,000047F_DK2_H2_NA,000047F_DK2_H2_52058
000029F_DK2_H2,+,000029F_DK2_H2.57,112632,112962,112636,112962,112324,112607,-0.282,0.00942021496610672,AM8,000029F_DK2_H2.57112632112962112636112962,112633,112637,000029F_DK2_H2_112637_112962,000029F_DK2_H2_112633_112962,intron,000029F_DK2_H2_112637_112962,000029F_DK2_H2_112633_112962,112633,112962,112637,112962,4,3n+1,112962,112231,112633,0.5499316005471956,112608,NA,000029F_DK2_H2_112608,000029F_DK2_H2_NA
000234F_DK2_H2,+,000234F_DK2_H2.23,32703,32732,32705,32732,32598,32682,-0.255,1.5347536711593e-4,AM8,000234F_DK2_H2.2332703327323270532732,32704,32706,000234F_DK2_H2_32706_32732,000234F_DK2_H2_32704_32732,exon,000234F_DK2_H2_32704_32732,000234F_DK2_H2_32706_32732,32706,32732,32704,32732,2,3n+1,32909,32599,32706,0.34516129032258064,32683,NA,000234F_DK2_H2_32683,000234F_DK2_H2_NA
000012F_DK2_H2,+,000012F_DK2_H2.33,33824,34005,33826,34005,33646,33805,0.148,0.00448164719142949,AM8,000012F_DK2_H2.3333824340053382634005,33825,33827,000012F_DK2_H2_33827_34005,000012F_DK2_H2_33825_34005,exon,000012F_DK2_H2_33825_34005,000012F_DK2_H2_33827_34005,33827,34005,33825,34005,2,3n+1,34740,33647,33827,0.16468435498627632,33806,NA,000012F_DK2_H2_33806,000012F_DK2_H2_NA
000100F_DK2_H2,-,000100F_DK2_H2.21,27970,28112,27970,28110,28135,28298,-0.253,8.3044741045181e-4,AM8,000100F_DK2_H2.2127970281122797028110,27971,27971,000100F_DK2_H2_27971_28110,000100F_DK2_H2_27971_28112,intron,000100F_DK2_H2_27971_28110,000100F_DK2_H2_27971_28112,27971,28112,27971,28110,2,3n+1,27573,28298,28112,0.25655172413793104,NA,28135,000100F_DK2_H2_NA,000100F_DK2_H2_28135
000196F_DK2_H2,-,000196F_DK2_H2.32,57448,57721,57448,57717,57743,58437,0.212,0.01937369692417759,AM8,000196F_DK2_H2.3257448577215744857717,57449,57449,000196F_DK2_H2_57449_57717,000196F_DK2_H2_57449_57721,exon,000196F_DK2_H2_57449_57721,000196F_DK2_H2_57449_57717,57449,57717,57449,57721,4,3n+1,57449,58437,57717,0.728744939271255,NA,57743,000196F_DK2_H2_NA,000196F_DK2_H2_57743
000017F_DK2_H1,-,000017F_DK2_H1.70,103990,104215,103990,104204,104235,104900,0.167,2.797608522064692e-5,AM8,000017F_DK2_H1.70103990104215103990104204,103991,103991,000017F_DK2_H1_103991_104204,000017F_DK2_H1_103991_104215,exon,000017F_DK2_H1_103991_104215,000017F_DK2_H1_103991_104204,103991,104204,103991,104215,11,3n+1,103991,104900,104204,0.7656765676567657,NA,104235,000017F_DK2_H1_NA,000017F_DK2_H1_104235
000231F_DK2_H2,+,000231F_DK2_H2.24,33914,34110,33918,34110,33746,33889,-0.181,0,AM8,000231F_DK2_H2.2433914341103391834110,33915,33919,000231F_DK2_H2_33919_34110,000231F_DK2_H2_33915_34110,exon,000231F_DK2_H2_33915_34110,000231F_DK2_H2_33919_34110,33919,34110,33915,34110,4,3n+1,34110,33598,33919,0.626953125,33890,NA,000231F_DK2_H2_33890,000231F_DK2_H2_NA
000018F_DK2_H2,-,000018F_DK2_H2.14,20939,21152,20939,21148,21175,21564,0.249,0.00159950267021608,AM8,000018F_DK2_H2.1420939211522093921148,20940,20940,000018F_DK2_H2_20940_21148,000018F_DK2_H2_20940_21152,exon,000018F_DK2_H2_20940_21152,000018F_DK2_H2_20940_21148,20940,21148,20940,21152,4,3n+1,19701,21564,21148,0.22329575952764358,NA,21175,000018F_DK2_H2_NA,000018F_DK2_H2_21175
000020F_DK2_H2,+,000020F_DK2_H2.26,43032,43326,43034,43326,42853,43012,0.234,0.00343458030622869,AM8,000020F_DK2_H2.2643032433264303443326,43033,43035,000020F_DK2_H2_43035_43326,000020F_DK2_H2_43033_43326,exon,000020F_DK2_H2_43033_43326,000020F_DK2_H2_43035_43326,43035,43326,43033,43326,2,3n+1,44998,42686,43035,0.15095155709342561,43013,NA,000020F_DK2_H2_43013,000020F_DK2_H2_NA
000067F_DK2_H2,+,000067F_DK2_H2.13,17562,17727,17566,17727,17359,17542,0.538,0,AM8,000067F_DK2_H2.1317562177271756617727,17563,17567,000067F_DK2_H2_17567_17727,000067F_DK2_H2_17563_17727,exon,000067F_DK2_H2_17563_17727,000067F_DK2_H2_17567_17727,17567,17727,17563,17727,4,3n+1,18697,17218,17567,0.23597025016903314,17543,NA,000067F_DK2_H2_17543,000067F_DK2_H2_NA
000174F_DK2_H2,-,000174F_DK2_H2.19,33781,33965,33781,33960,33988,34129,0.177,0.00195378648785145,AM8,000174F_DK2_H2.1933781339653378133960,33782,33782,000174F_DK2_H2_33782_33960,000174F_DK2_H2_33782_33965,exon,000174F_DK2_H2_33782_33965,000174F_DK2_H2_33782_33960,33782,33960,33782,33965,5,3n+1,33422,36078,33960,0.7974397590361446,NA,33988,000174F_DK2_H2_NA,000174F_DK2_H2_33988
000073F_DK2_H2,+,000073F_DK2_H2.45,90239,90556,90242,90556,89909,90217,-0.103,0.01937369692417759,AM8,000073F_DK2_H2.4590239905569024290556,90240,90243,000073F_DK2_H2_90243_90556,000073F_DK2_H2_90240_90556,intron,000073F_DK2_H2_90243_90556,000073F_DK2_H2_90240_90556,90240,90556,90243,90556,3,3n,90556,89131,90240,0.7782456140350877,90218,NA,000073F_DK2_H2_90218,000073F_DK2_H2_NA
000125F_DK2_H1,+,000125F_DK2_H1.31,65573,65675,65618,65675,65447,65549,-0.121,0.00185333617812707,AM8,000125F_DK2_H1.3165573656756561865675,65574,65619,000125F_DK2_H1_65619_65675,000125F_DK2_H1_65574_65675,intron,000125F_DK2_H1_65619_65675,000125F_DK2_H1_65574_65675,65574,65675,65619,65675,45,3n,69864,63395,65574,0.33683722368217656,65550,NA,000125F_DK2_H1_65550,000125F_DK2_H1_NA
000055F_DK2_H1,+,000055F_DK2_H1.11,12747,12770,12752,12770,12626,12724,-0.111,4.5651373043776e-4,AM8,000055F_DK2_H1.1112747127701275212770,12748,12753,000055F_DK2_H1_12753_12770,000055F_DK2_H1_12748_12770,exon,000055F_DK2_H1_12748_12770,000055F_DK2_H1_12753_12770,12753,12770,12748,12770,5,3n+1,13516,12627,12753,0.14173228346456693,12725,NA,000055F_DK2_H1_12725,000055F_DK2_H1_NA
000062F_DK2_H1,+,000062F_DK2_H1.33,55447,55620,55457,55620,54321,55426,0.174,2.0135656158511e-4,AM8,000062F_DK2_H1.3355447556205545755620,55448,55458,000062F_DK2_H1_55458_55620,000062F_DK2_H1_55448_55620,exon,000062F_DK2_H1_55448_55620,000062F_DK2_H1_55458_55620,55458,55620,55448,55620,10,3n+1,57054,54322,55458,0.4158125915080527,55427,NA,000062F_DK2_H1_55427,000062F_DK2_H1_NA
000022F_DK2_H1,+,000022F_DK2_H1.9,22478,22590,22483,22590,22343,22455,-0.116,1.5549598645740984e-12,AM8,000022F_DK2_H1.922478225902248322590,22479,22484,000022F_DK2_H1_22484_22590,000022F_DK2_H1_22479_22590,exon,000022F_DK2_H1_22479_22590,000022F_DK2_H1_22484_22590,22484,22590,22479,22590,5,3n+1,24035,22344,22484,0.08279124778237729,22456,NA,000022F_DK2_H1_22456,000022F_DK2_H1_NA
000109F_DK2_H1,+,000109F_DK2_H1.2,3978,4167,3982,4167,3582,3955,0.137,0.03792071763961255,AM8,000109F_DK2_H1.23978416739824167,3979,3983,000109F_DK2_H1_3983_4167,000109F_DK2_H1_3979_4167,exon,000109F_DK2_H1_3979_4167,000109F_DK2_H1_3983_4167,3983,4167,3979,4167,4,3n+1,5023,2642,3983,0.5632087358252835,3956,NA,000109F_DK2_H1_3956,000109F_DK2_H1_NA
000114F_DK2_H1,+,000114F_DK2_H1.32,36983,37353,36985,37353,36847,36963,0.115,0.03045303297899524,AM8,000114F_DK2_H1.3236983373533698537353,36984,36986,000114F_DK2_H1_36986_37353,000114F_DK2_H1_36984_37353,intron,000114F_DK2_H1_36986_37353,000114F_DK2_H1_36984_37353,36984,37353,36986,37353,2,3n+1,38577,36848,36984,0.07865818392134181,36964,NA,000114F_DK2_H1_36964,000114F_DK2_H1_NA
000114F_DK2_H1,+,000114F_DK2_H1.32,36983,37353,36987,37353,36847,36963,0.154,0.01646292083471113,AM8,000114F_DK2_H1.3236983373533698737353,36984,36988,000114F_DK2_H1_36988_37353,000114F_DK2_H1_36984_37353,exon,000114F_DK2_H1_36984_37353,000114F_DK2_H1_36988_37353,36988,37353,36984,37353,4,3n+1,38577,36848,36988,0.08097165991902834,36964,NA,000114F_DK2_H1_36964,000114F_DK2_H1_NA
