seqnames,strand,intron_start,intron_end,Gene_ID,A3SS_site,three_prime_end,five_prime_end
000329F_DK2_H1,+,21216,21240,000329F_DK2_H1.13,21240,21504,20638
000329F_DK2_H1,+,21418,21444,000329F_DK2_H1.13,21444,21504,20638
000329F_DK2_H1,+,23676,23701,000329F_DK2_H1.16,23701,23842,23554
000329F_DK2_H2,+,14764,14786,000329F_DK2_H2.7,14786,15385,14649
000329F_DK2_H2,+,14829,14860,000329F_DK2_H2.7,14860,15385,14649
000329F_DK2_H2,+,14990,15012,000329F_DK2_H2.7,15012,15385,14649
000329F_DK2_H2,+,18400,18428,000329F_DK2_H2.10,18428,19714,17808
000329F_DK2_H2,+,19080,19103,000329F_DK2_H2.10,19103,19714,17808
000329F_DK2_H2,+,19237,19262,000329F_DK2_H2.10,19262,19714,17808
000329F_DK2_H2,+,19397,19424,000329F_DK2_H2.10,19424,19714,17808
000329F_DK2_H2,+,19552,19587,000329F_DK2_H2.10,19587,19714,17808
000330F_DK2_H1,+,7307,7328,000330F_DK2_H1.6,7328,7441,7289
000330F_DK2_H1,+,7386,7410,000330F_DK2_H1.6,7410,7441,7289
000330F_DK2_H1,+,20293,20321,000330F_DK2_H1.15,20321,27000,20109
000330F_DK2_H1,+,20415,20436,000330F_DK2_H1.15,20436,27000,20109
000330F_DK2_H1,+,24473,24494,000330F_DK2_H1.15,24494,27000,20109
000330F_DK2_H1,+,25220,25244,000330F_DK2_H1.15,25244,27000,20109
000330F_DK2_H1,+,25449,25472,000330F_DK2_H1.15,25472,27000,20109
000330F_DK2_H1,+,26819,26839,000330F_DK2_H1.15,26839,27000,20109
000331F_DK2_H1,+,2149,2176,000331F_DK2_H1.1,2176,3258,2093
000331F_DK2_H1,+,2301,2323,000331F_DK2_H1.1,2323,3258,2093
000331F_DK2_H1,+,2393,2417,000331F_DK2_H1.1,2417,3258,2093
000331F_DK2_H1,+,2546,2570,000331F_DK2_H1.1,2570,3258,2093
000331F_DK2_H1,+,2840,2872,000331F_DK2_H1.1,2872,3258,2093
000331F_DK2_H1,+,6707,6732,000331F_DK2_H1.5,6732,8653,6532
000331F_DK2_H1,+,7405,7435,000331F_DK2_H1.5,7435,8653,6532
000331F_DK2_H1,+,7620,7643,000331F_DK2_H1.5,7643,8653,6532
000331F_DK2_H1,+,7833,7856,000331F_DK2_H1.5,7856,8653,6532
000331F_DK2_H1,+,8245,8268,000331F_DK2_H1.5,8268,8653,6532
000331F_DK2_H1,+,26994,27022,000331F_DK2_H1.17,27022,27104,26090
000331F_DK2_H2,+,2168,2195,000331F_DK2_H2.1,2195,3358,2112
000331F_DK2_H2,+,2320,2342,000331F_DK2_H2.1,2342,3358,2112
000331F_DK2_H2,+,2412,2436,000331F_DK2_H2.1,2436,3358,2112
000331F_DK2_H2,+,2565,2589,000331F_DK2_H2.1,2589,3358,2112
000331F_DK2_H2,+,2859,2891,000331F_DK2_H2.1,2891,3358,2112
000331F_DK2_H2,+,3223,3246,000331F_DK2_H2.1,3246,3358,2112
000331F_DK2_H2,+,4020,4042,000331F_DK2_H2.2,4042,4592,3382
000331F_DK2_H2,+,4203,4224,000331F_DK2_H2.2,4224,4592,3382
000331F_DK2_H2,+,5938,5956,000331F_DK2_H2.4,5956,6528,5827
000331F_DK2_H2,+,6279,6302,000331F_DK2_H2.4,6302,6528,5827
000331F_DK2_H2,+,6418,6444,000331F_DK2_H2.4,6444,6528,5827
000331F_DK2_H2,+,10387,10412,000331F_DK2_H2.8,10412,11820,10171
000331F_DK2_H2,+,10744,10769,000331F_DK2_H2.8,10769,11820,10171
000331F_DK2_H2,+,10894,10915,000331F_DK2_H2.8,10915,11820,10171
000331F_DK2_H2,+,11085,11111,000331F_DK2_H2.8,11111,11820,10171
000331F_DK2_H2,+,11288,11309,000331F_DK2_H2.8,11309,11820,10171
000331F_DK2_H2,+,11637,11657,000331F_DK2_H2.8,11657,11820,10171
000331F_DK2_H2,+,12240,12263,000331F_DK2_H2.9,12263,14766,11925
000331F_DK2_H2,+,12520,12544,000331F_DK2_H2.9,12544,14766,11925
000333F_DK2_H1,+,11553,11641,000333F_DK2_H1.10,11641,11802,11396
000333F_DK2_H1,+,12876,12898,000333F_DK2_H1.12,12898,13242,12661
000333F_DK2_H1,+,13064,13088,000333F_DK2_H1.12,13088,13242,12661
000333F_DK2_H1,+,23008,23031,000333F_DK2_H1.15,23031,23218,22800
000333F_DK2_H1,+,25297,25320,000333F_DK2_H1.17,25320,25663,25082
000333F_DK2_H1,+,25486,25509,000333F_DK2_H1.17,25509,25663,25082
000333F_DK2_H2,+,6593,6616,000333F_DK2_H2.5,6616,9206,6294
000333F_DK2_H2,+,7053,7076,000333F_DK2_H2.5,7076,9206,6294
000333F_DK2_H2,+,8234,8293,000333F_DK2_H2.5,8293,9206,6294
000333F_DK2_H2,+,9070,9092,000333F_DK2_H2.5,9092,9206,6294
000333F_DK2_H2,+,20241,20263,000333F_DK2_H2.11,20263,21862,20240
000333F_DK2_H2,+,21720,21741,000333F_DK2_H2.11,21741,21862,20240
000333F_DK2_H2,+,21799,21826,000333F_DK2_H2.11,21826,21862,20240
000334F_DK2_H1,+,3394,3418,000334F_DK2_H1.2,3418,4255,2376
000334F_DK2_H1,+,4101,4122,000334F_DK2_H1.2,4122,4255,2376
000334F_DK2_H1,+,4603,4628,000334F_DK2_H1.3,4628,5676,4279
000334F_DK2_H1,+,4898,4920,000334F_DK2_H1.3,4920,5676,4279
000334F_DK2_H1,+,10921,10943,000334F_DK2_H1.9,10943,12748,10205
000334F_DK2_H1,+,12275,12299,000334F_DK2_H1.9,12299,12748,10205
000334F_DK2_H1,+,12624,12648,000334F_DK2_H1.9,12648,12748,10205
000334F_DK2_H1,+,21766,21793,000334F_DK2_H1.11,21793,21853,21127
000335F_DK2_H2,+,823,866,000335F_DK2_H2.1,866,1144,242
000335F_DK2_H2,+,1016,1037,000335F_DK2_H2.1,1037,1144,242
000335F_DK2_H2,+,5061,5084,000335F_DK2_H2.3,5084,7744,4647
000335F_DK2_H2,+,6266,6290,000335F_DK2_H2.3,6290,7744,4647
000335F_DK2_H2,+,6618,6639,000335F_DK2_H2.3,6639,7744,4647
000335F_DK2_H2,+,6910,6935,000335F_DK2_H2.3,6935,7744,4647
000335F_DK2_H2,+,7452,7474,000335F_DK2_H2.3,7474,7744,4647
000335F_DK2_H2,+,7642,7670,000335F_DK2_H2.3,7670,7744,4647
000335F_DK2_H2,+,9587,9608,000335F_DK2_H2.6,9608,10167,9446
000335F_DK2_H2,+,9769,9791,000335F_DK2_H2.6,9791,10167,9446
000335F_DK2_H2,+,9901,9931,000335F_DK2_H2.6,9931,10167,9446
000335F_DK2_H2,+,15555,15577,000335F_DK2_H2.8,15577,16493,15311
000335F_DK2_H2,+,16020,16044,000335F_DK2_H2.8,16044,16493,15311
000335F_DK2_H2,+,16345,16368,000335F_DK2_H2.8,16368,16493,15311
000335F_DK2_H2,+,16977,17000,000335F_DK2_H2.9,17000,17591,16749
000335F_DK2_H2,+,17057,17137,000335F_DK2_H2.9,17137,17591,16749
000335F_DK2_H2,+,17981,18007,000335F_DK2_H2.10,18007,18942,17725
000335F_DK2_H2,+,18453,18477,000335F_DK2_H2.10,18477,18942,17725
000335F_DK2_H2,+,18778,18800,000335F_DK2_H2.10,18800,18942,17725
000335F_DK2_H2,+,23351,23417,000335F_DK2_H2.13,23417,25208,23254
000335F_DK2_H2,+,23535,23558,000335F_DK2_H2.13,23558,25208,23254
000335F_DK2_H2,+,24950,24973,000335F_DK2_H2.13,24973,25208,23254
000336F_DK2_H1,+,6219,6241,000336F_DK2_H1.1,6241,6879,5968
000336F_DK2_H1,+,6344,6368,000336F_DK2_H1.1,6368,6879,5968
000336F_DK2_H1,+,6756,6784,000336F_DK2_H1.1,6784,6879,5968
000336F_DK2_H1,+,12894,12915,000336F_DK2_H1.4,12915,12957,11410
000337F_DK2_H1,+,1169,1191,000337F_DK2_H1.2,1191,4881,1090
000337F_DK2_H1,+,1555,1577,000337F_DK2_H1.2,1577,4881,1090
000337F_DK2_H1,+,1928,1990,000337F_DK2_H1.2,1990,4881,1090
000337F_DK2_H1,+,3109,3133,000337F_DK2_H1.2,3133,4881,1090
000337F_DK2_H1,+,3406,3429,000337F_DK2_H1.2,3429,4881,1090
000337F_DK2_H1,+,4685,4707,000337F_DK2_H1.2,4707,4881,1090
000337F_DK2_H1,+,19682,19705,000337F_DK2_H1.14,19705,21065,19412
000337F_DK2_H1,+,19987,20014,000337F_DK2_H1.14,20014,21065,19412
000337F_DK2_H1,+,20481,20504,000337F_DK2_H1.14,20504,21065,19412
000337F_DK2_H2,+,9334,9357,000337F_DK2_H2.7,9357,10053,8553
000337F_DK2_H2,+,9560,9589,000337F_DK2_H2.7,9589,10053,8553
000337F_DK2_H2,+,9715,9739,000337F_DK2_H2.7,9739,10053,8553
000337F_DK2_H2,+,10621,10643,000337F_DK2_H2.9,10643,11411,10447
000337F_DK2_H2,+,11093,11115,000337F_DK2_H2.9,11115,11411,10447
000337F_DK2_H2,+,11218,11239,000337F_DK2_H2.9,11239,11411,10447
000337F_DK2_H2,+,16456,16480,000337F_DK2_H2.13,16480,16600,15980
000337F_DK2_H2,+,21275,21297,000337F_DK2_H2.19,21297,22572,21148
000337F_DK2_H2,+,21382,21405,000337F_DK2_H2.19,21405,22572,21148
000337F_DK2_H2,+,21524,21545,000337F_DK2_H2.19,21545,22572,21148
000337F_DK2_H2,+,21606,21631,000337F_DK2_H2.19,21631,22572,21148
000337F_DK2_H2,+,21829,21853,000337F_DK2_H2.19,21853,22572,21148
000337F_DK2_H2,+,22192,22215,000337F_DK2_H2.19,22215,22572,21148
000338F_DK2_H1,+,6226,6265,000338F_DK2_H1.4,6265,7035,6178
000338F_DK2_H1,+,11606,11628,000338F_DK2_H1.9,11628,13901,11047
000338F_DK2_H1,+,13006,13027,000338F_DK2_H1.9,13027,13901,11047
000338F_DK2_H1,+,13337,13363,000338F_DK2_H1.9,13363,13901,11047
000338F_DK2_H1,+,13663,13687,000338F_DK2_H1.9,13687,13901,11047
000338F_DK2_H1,+,13788,13812,000338F_DK2_H1.9,13812,13901,11047
000338F_DK2_H1,+,16888,16911,000338F_DK2_H1.11,16911,23132,14737
000338F_DK2_H1,+,22808,22831,000338F_DK2_H1.11,22831,23132,14737
000338F_DK2_H1,+,22990,23013,000338F_DK2_H1.11,23013,23132,14737
000338F_DK2_H1,+,23245,23273,000338F_DK2_H1.12,23273,26551,23146
000338F_DK2_H1,+,23530,23555,000338F_DK2_H1.12,23555,26551,23146
000338F_DK2_H1,+,27857,27919,000338F_DK2_H1.15,27919,28035,27466
000338F_DK2_H2,+,10913,10940,000338F_DK2_H2.7,10940,11165,10317
000338F_DK2_H2,+,14244,14264,000338F_DK2_H2.9,14264,14696,13926
000338F_DK2_H2,+,14375,14400,000338F_DK2_H2.9,14400,14696,13926
000338F_DK2_H2,+,14517,14545,000338F_DK2_H2.9,14545,14696,13926
000339F_25435-32266_DK2_H2,+,455,476,000339F_25435-32266_DK2_H2.1,476,4649,261
000339F_25435-32266_DK2_H2,+,4117,4143,000339F_25435-32266_DK2_H2.1,4143,4649,261
000340F_DK2_H1,+,4234,4253,000340F_DK2_H1.2,4253,4565,4115
000340F_DK2_H1,+,4495,4520,000340F_DK2_H1.2,4520,4565,4115
000340F_DK2_H1,+,4699,4722,000340F_DK2_H1.3,4722,6265,4567
000340F_DK2_H1,+,4874,4899,000340F_DK2_H1.3,4899,6265,4567
000340F_DK2_H1,+,5049,5074,000340F_DK2_H1.3,5074,6265,4567
000340F_DK2_H1,+,5652,5673,000340F_DK2_H1.3,5673,6265,4567
000340F_DK2_H1,+,5986,6012,000340F_DK2_H1.3,6012,6265,4567
000340F_DK2_H1,+,13365,13388,000340F_DK2_H1.8,13388,22200,13287
000340F_DK2_H1,+,13566,13595,000340F_DK2_H1.8,13595,22200,13287
000340F_DK2_H1,+,13714,13746,000340F_DK2_H1.8,13746,22200,13287
000340F_DK2_H1,+,17582,17606,000340F_DK2_H1.8,17606,22200,13287
000340F_DK2_H1,+,17813,17836,000340F_DK2_H1.8,17836,22200,13287
000340F_DK2_H1,+,17953,17999,000340F_DK2_H1.8,17999,22200,13287
000340F_DK2_H1,+,18271,18294,000340F_DK2_H1.8,18294,22200,13287
000340F_DK2_H1,+,21800,21825,000340F_DK2_H1.8,21825,22200,13287
000340F_DK2_H1,+,22038,22063,000340F_DK2_H1.8,22063,22200,13287
000340F_DK2_H1,+,22431,22452,000340F_DK2_H1.9,22452,26393,22219
000340F_DK2_H1,+,22562,22583,000340F_DK2_H1.9,22583,26393,22219
000340F_DK2_H1,+,26247,26272,000340F_DK2_H1.9,26272,26393,22219
000340F_DK2_H2,+,1024,1044,000340F_DK2_H2.2,1044,2464,812
000340F_DK2_H2,+,1170,1194,000340F_DK2_H2.2,1194,2464,812
000340F_DK2_H2,+,9149,9170,000340F_DK2_H2.8,9170,11201,8911
000340F_DK2_H2,+,9370,9397,000340F_DK2_H2.8,9397,11201,8911
000340F_DK2_H2,+,9669,9695,000340F_DK2_H2.8,9695,11201,8911
000340F_DK2_H2,+,10880,10904,000340F_DK2_H2.8,10904,11201,8911
000340F_DK2_H2,+,11075,11097,000340F_DK2_H2.8,11097,11201,8911
000341F_DK2_H1,+,7686,7711,000341F_DK2_H1.5,7711,10224,7612
000341F_DK2_H1,+,15149,15174,000341F_DK2_H1.7,15174,16901,14389
000341F_DK2_H1,+,15359,15380,000341F_DK2_H1.7,15380,16901,14389
000341F_DK2_H1,+,15877,15898,000341F_DK2_H1.7,15898,16901,14389
000341F_DK2_H1,+,16071,16093,000341F_DK2_H1.7,16093,16901,14389
000341F_DK2_H1,+,16194,16218,000341F_DK2_H1.7,16218,16901,14389
000341F_DK2_H1,+,16329,16392,000341F_DK2_H1.7,16392,16901,14389
000341F_DK2_H1,+,23051,23066,000341F_DK2_H1.9,23066,25757,22860
000341F_DK2_H1,+,24543,24561,000341F_DK2_H1.9,24561,25757,22860
000342F_DK2_H1,+,6749,6772,000342F_DK2_H1.7,6772,7834,6704
000342F_DK2_H1,+,6933,6965,000342F_DK2_H1.7,6965,7834,6704
000342F_DK2_H1,+,7230,7267,000342F_DK2_H1.7,7267,7834,6704
000342F_DK2_H1,+,7613,7635,000342F_DK2_H1.7,7635,7834,6704
000342F_DK2_H1,+,12475,12570,000342F_DK2_H1.12,12570,12719,10933
000342F_DK2_H1,+,16138,16160,000342F_DK2_H1.15,16160,17904,15785
000342F_DK2_H1,+,16442,16470,000342F_DK2_H1.15,16470,17904,15785
000342F_DK2_H1,+,16919,16981,000342F_DK2_H1.15,16981,17904,15785
000342F_DK2_H1,+,17288,17311,000342F_DK2_H1.15,17311,17904,15785
000342F_DK2_H1,+,17590,17612,000342F_DK2_H1.15,17612,17904,15785
000342F_DK2_H1,+,19545,19567,000342F_DK2_H1.17,19567,19661,19096
000342F_DK2_H1,+,25383,25404,000342F_DK2_H1.22,25404,25898,24740
000342F_DK2_H1,+,25549,25580,000342F_DK2_H1.22,25580,25898,24740
000342F_DK2_H1,+,25729,25751,000342F_DK2_H1.22,25751,25898,24740
000342F_DK2_H2,+,2230,2255,000342F_DK2_H2.2,2255,2428,2124
000342F_DK2_H2,+,2784,2807,000342F_DK2_H2.3,2807,3466,2479
000342F_DK2_H2,+,2984,3007,000342F_DK2_H2.3,3007,3466,2479
000342F_DK2_H2,+,3219,3243,000342F_DK2_H2.3,3243,3466,2479
000342F_DK2_H2,+,3655,3677,000342F_DK2_H2.4,3677,4547,3501
000342F_DK2_H2,+,4010,4035,000342F_DK2_H2.4,4035,4547,3501
000342F_DK2_H2,+,4325,4350,000342F_DK2_H2.4,4350,4547,3501
000342F_DK2_H2,+,6250,6272,000342F_DK2_H2.6,6272,6515,5714
000342F_DK2_H2,+,18298,18325,000342F_DK2_H2.17,18325,18974,17959
000342F_DK2_H2,+,18604,18625,000342F_DK2_H2.17,18625,18974,17959
000342F_DK2_H2,+,20110,20131,000342F_DK2_H2.19,20131,20782,19772
000342F_DK2_H2,+,20410,20433,000342F_DK2_H2.19,20433,20782,19772
000342F_DK2_H2,+,21542,21566,000342F_DK2_H2.21,21566,23426,21252
000342F_DK2_H2,+,21972,21994,000342F_DK2_H2.21,21994,23426,21252
000342F_DK2_H2,+,22700,22721,000342F_DK2_H2.21,22721,23426,21252
000342F_DK2_H2,+,23187,23214,000342F_DK2_H2.21,23214,23426,21252
000342F_DK2_H2,+,30304,30332,000342F_DK2_H2.27,30332,31034,30159
000342F_DK2_H2,+,30443,30466,000342F_DK2_H2.27,30466,31034,30159
000342F_DK2_H2,+,30799,30823,000342F_DK2_H2.27,30823,31034,30159
000342F_DK2_H2,+,31350,31372,000342F_DK2_H2.28,31372,32236,31124
000342F_DK2_H2,+,31847,31869,000342F_DK2_H2.28,31869,32236,31124
000342F_DK2_H2,+,46734,46762,000342F_DK2_H2.40,46762,50389,46648
000342F_DK2_H2,+,47044,47076,000342F_DK2_H2.40,47076,50389,46648
000342F_DK2_H2,+,48946,49012,000342F_DK2_H2.40,49012,50389,46648
000342F_DK2_H2,+,49199,49224,000342F_DK2_H2.40,49224,50389,46648
000342F_DK2_H2,+,49391,49415,000342F_DK2_H2.40,49415,50389,46648
000342F_DK2_H2,+,49558,49588,000342F_DK2_H2.40,49588,50389,46648
000342F_DK2_H2,+,49793,49816,000342F_DK2_H2.40,49816,50389,46648
000342F_DK2_H2,+,50877,50902,000342F_DK2_H2.41,50902,51116,50459
000342F_DK2_H2,+,51428,51453,000342F_DK2_H2.42,51453,52723,51179
000342F_DK2_H2,+,52322,52347,000342F_DK2_H2.42,52347,52723,51179
000343F_DK2_H1,+,8723,8744,000343F_DK2_H1.2,8744,11243,8408
000343F_DK2_H1,+,10425,10446,000343F_DK2_H1.2,10446,11243,8408
000343F_DK2_H1,+,10557,10579,000343F_DK2_H1.2,10579,11243,8408
000343F_DK2_H1,+,10780,10804,000343F_DK2_H1.2,10804,11243,8408
000343F_DK2_H1,+,10947,10969,000343F_DK2_H1.2,10969,11243,8408
000343F_DK2_H1,+,11117,11141,000343F_DK2_H1.2,11141,11243,8408
000343F_DK2_H1,+,11351,11375,000343F_DK2_H1.3,11375,14303,11245
000343F_DK2_H1,+,11526,11547,000343F_DK2_H1.3,11547,14303,11245
000343F_DK2_H1,+,11639,11659,000343F_DK2_H1.3,11659,14303,11245
000343F_DK2_H1,+,11728,11751,000343F_DK2_H1.3,11751,14303,11245
000343F_DK2_H1,+,11906,11926,000343F_DK2_H1.3,11926,14303,11245
000343F_DK2_H1,+,13744,13766,000343F_DK2_H1.3,13766,14303,11245
000343F_DK2_H1,+,13933,13955,000343F_DK2_H1.3,13955,14303,11245
000343F_DK2_H1,+,14556,14583,000343F_DK2_H1.4,14583,16243,14331
000343F_DK2_H1,+,14702,14727,000343F_DK2_H1.4,14727,16243,14331
000343F_DK2_H1,+,15102,15126,000343F_DK2_H1.4,15126,16243,14331
000343F_DK2_H1,+,15880,15896,000343F_DK2_H1.4,15896,16243,14331
000344F_DK2_H1,+,1152,1183,000344F_DK2_H1.2,1183,3125,1007
000344F_DK2_H1,+,1391,1414,000344F_DK2_H1.2,1414,3125,1007
000344F_DK2_H1,+,1730,1771,000344F_DK2_H1.2,1771,3125,1007
000344F_DK2_H1,+,2527,2550,000344F_DK2_H1.2,2550,3125,1007
000344F_DK2_H1,+,3003,3025,000344F_DK2_H1.2,3025,3125,1007
000344F_DK2_H1,+,3990,4010,000344F_DK2_H1.4,4010,4412,3559
000344F_DK2_H1,+,4581,4602,000344F_DK2_H1.5,4602,5953,4433
000344F_DK2_H1,+,4773,4795,000344F_DK2_H1.5,4795,5953,4433
000344F_DK2_H1,+,5010,5032,000344F_DK2_H1.5,5032,5953,4433
000344F_DK2_H1,+,5843,5865,000344F_DK2_H1.5,5865,5953,4433
000344F_DK2_H1,+,6149,6174,000344F_DK2_H1.6,6174,6325,5977
000344F_DK2_H1,+,12679,12713,000344F_DK2_H1.10,12713,14930,12541
000344F_DK2_H1,+,12930,12954,000344F_DK2_H1.10,12954,14930,12541
000344F_DK2_H1,+,13162,13185,000344F_DK2_H1.10,13185,14930,12541
000344F_DK2_H1,+,13337,13395,000344F_DK2_H1.10,13395,14930,12541
000344F_DK2_H1,+,15435,15457,000344F_DK2_H1.11,15457,17922,15077
000344F_DK2_H1,+,15866,15889,000344F_DK2_H1.11,15889,17922,15077
000344F_DK2_H1,+,16447,16471,000344F_DK2_H1.11,16471,17922,15077
000344F_DK2_H1,+,16494,16516,000344F_DK2_H1.11,16516,17922,15077
000344F_DK2_H1,+,16554,16639,000344F_DK2_H1.11,16639,17922,15077
000344F_DK2_H1,+,16810,16832,000344F_DK2_H1.11,16832,17922,15077
000344F_DK2_H1,+,17488,17508,000344F_DK2_H1.11,17508,17922,15077
000344F_DK2_H1,+,18177,18200,000344F_DK2_H1.12,18200,18846,18001
000344F_DK2_H1,+,18459,18481,000344F_DK2_H1.12,18481,18846,18001
000344F_DK2_H1,+,18693,18715,000344F_DK2_H1.12,18715,18846,18001
000344F_DK2_H1,+,20730,20828,000344F_DK2_H1.14,20828,21091,20571
000344F_DK2_H1,+,21013,21036,000344F_DK2_H1.14,21036,21091,20571
000344F_DK2_H1,+,21960,21992,000344F_DK2_H1.15,21992,22851,21415
000344F_DK2_H1,+,22645,22666,000344F_DK2_H1.15,22666,22851,21415
000344F_DK2_H1,+,26426,26450,000344F_DK2_H1.18,26450,27770,26125
000344F_DK2_H1,+,26607,26629,000344F_DK2_H1.18,26629,27770,26125
000344F_DK2_H1,+,26936,26958,000344F_DK2_H1.18,26958,27770,26125
000344F_DK2_H2,+,24894,24910,000344F_DK2_H2.18,24910,26256,24584
000344F_DK2_H2,+,25073,25094,000344F_DK2_H2.18,25094,26256,24584
000344F_DK2_H2,+,25401,25424,000344F_DK2_H2.18,25424,26256,24584
000345F_DK2_H1,+,4451,4478,000345F_DK2_H1.5,4478,4644,4282
000345F_DK2_H2,+,1952,1983,000345F_DK2_H2.2,1983,2442,1849
000345F_DK2_H2,+,2238,2261,000345F_DK2_H2.2,2261,2442,1849
000345F_DK2_H2,+,5608,5631,000345F_DK2_H2.7,5631,6727,5558
000345F_DK2_H2,+,5754,5783,000345F_DK2_H2.7,5783,6727,5558
000345F_DK2_H2,+,5993,6016,000345F_DK2_H2.7,6016,6727,5558
000345F_DK2_H2,+,6165,6190,000345F_DK2_H2.7,6190,6727,5558
000345F_DK2_H2,+,6359,6388,000345F_DK2_H2.7,6388,6727,5558
000348F_9860-29558_DK2_H2,+,8965,9062,000348F_9860-29558_DK2_H2.4,9062,9293,7738
000348F_9860-29558_DK2_H2,+,9110,9134,000348F_9860-29558_DK2_H2.4,9134,9293,7738
000348F_9860-29558_DK2_H2,+,9198,9220,000348F_9860-29558_DK2_H2.4,9220,9293,7738
000348F_9860-29558_DK2_H2,+,9271,9292,000348F_9860-29558_DK2_H2.4,9292,9293,7738
000350F_DK2_H1,+,1704,1728,000350F_DK2_H1.2,1728,2484,1561
000350F_DK2_H1,+,12295,12322,000350F_DK2_H1.9,12322,13589,12212
000350F_DK2_H1,+,12655,12682,000350F_DK2_H1.9,12682,13589,12212
000350F_DK2_H1,+,13322,13341,000350F_DK2_H1.9,13341,13589,12212
000350F_DK2_H1,+,13790,13813,000350F_DK2_H1.10,13813,16302,13665
000350F_DK2_H1,+,13924,13947,000350F_DK2_H1.10,13947,16302,13665
000350F_DK2_H1,+,16453,16483,000350F_DK2_H1.11,16483,16949,16318
000350F_DK2_H1,+,17138,17160,000350F_DK2_H1.12,17160,17623,16995
000350F_DK2_H1,+,17767,17790,000350F_DK2_H1.13,17790,17896,17729
000350F_DK2_H1,+,19999,20022,000350F_DK2_H1.15,20022,21351,19914
000350F_DK2_H1,+,20352,20376,000350F_DK2_H1.15,20376,21351,19914
000350F_DK2_H1,+,20868,20891,000350F_DK2_H1.15,20891,21351,19914
000350F_DK2_H1,+,21094,21116,000350F_DK2_H1.15,21116,21351,19914
000350F_DK2_H2,+,17759,17782,000350F_DK2_H2.14,17782,17865,17705
000353F_DK2_H1,+,1039,1064,000353F_DK2_H1.2,1064,3573,965
000353F_DK2_H1,+,1326,1349,000353F_DK2_H1.2,1349,3573,965
000353F_DK2_H1,+,1587,1611,000353F_DK2_H1.2,1611,3573,965
000353F_DK2_H1,+,1794,1816,000353F_DK2_H1.2,1816,3573,965
000353F_DK2_H1,+,3366,3389,000353F_DK2_H1.2,3389,3573,965
000353F_DK2_H1,+,7187,7205,000353F_DK2_H1.5,7205,7388,7049
000353F_DK2_H1,+,12632,12652,000353F_DK2_H1.11,12652,14099,12577
000353F_DK2_H1,+,12716,12739,000353F_DK2_H1.11,12739,14099,12577
000353F_DK2_H1,+,12879,12903,000353F_DK2_H1.11,12903,14099,12577
000353F_DK2_H1,+,13128,13150,000353F_DK2_H1.11,13150,14099,12577
000353F_DK2_H1,+,14434,14455,000353F_DK2_H1.12,14455,15788,14360
000353F_DK2_H1,+,15270,15291,000353F_DK2_H1.12,15291,15788,14360
000353F_DK2_H2,+,3867,3892,000353F_DK2_H2.2,3892,5900,3609
000353F_DK2_H2,+,4739,4764,000353F_DK2_H2.2,4764,5900,3609
000353F_DK2_H2,+,5214,5238,000353F_DK2_H2.2,5238,5900,3609
000353F_DK2_H2,+,5497,5519,000353F_DK2_H2.2,5519,5900,3609
000353F_DK2_H2,+,7182,7207,000353F_DK2_H2.3,7207,7378,5922
000353F_DK2_H2,+,10299,10323,000353F_DK2_H2.5,10323,10915,9674
000354F_DK2_H2,+,11843,11868,000354F_DK2_H2.8,11868,21394,11740
000354F_DK2_H2,+,12063,12136,000354F_DK2_H2.8,12136,21394,11740
000354F_DK2_H2,+,17185,17209,000354F_DK2_H2.8,17209,21394,11740
000354F_DK2_H2,+,18901,18938,000354F_DK2_H2.8,18938,21394,11740
000355F_DK2_H1,+,4861,4883,000355F_DK2_H1.3,4883,4984,2961
000355F_DK2_H1,+,7097,7120,000355F_DK2_H1.6,7120,7627,6231
000355F_DK2_H1,+,7252,7276,000355F_DK2_H1.6,7276,7627,6231
000355F_DK2_H1,+,7405,7427,000355F_DK2_H1.6,7427,7627,6231
000355F_DK2_H2,+,14269,14295,000355F_DK2_H2.10,14295,17375,14112
000355F_DK2_H2,+,14485,14513,000355F_DK2_H2.10,14513,17375,14112
000355F_DK2_H2,+,14619,14663,000355F_DK2_H2.10,14663,17375,14112
000355F_DK2_H2,+,15003,15097,000355F_DK2_H2.10,15097,17375,14112
000355F_DK2_H2,+,17066,17092,000355F_DK2_H2.10,17092,17375,14112
000355F_DK2_H2,+,20880,20911,000355F_DK2_H2.14,20911,22155,20774
000355F_DK2_H2,+,21217,21239,000355F_DK2_H2.14,21239,22155,20774
000355F_DK2_H2,+,21485,21507,000355F_DK2_H2.14,21507,22155,20774
000355F_DK2_H2,+,21985,22006,000355F_DK2_H2.14,22006,22155,20774
000356F_DK2_H1,+,3114,3136,000356F_DK2_H1.3,3136,7233,3071
000356F_DK2_H1,+,3288,3309,000356F_DK2_H1.3,3309,7233,3071
000356F_DK2_H1,+,3784,3809,000356F_DK2_H1.3,3809,7233,3071
000356F_DK2_H1,+,4657,4681,000356F_DK2_H1.3,4681,7233,3071
000356F_DK2_H1,+,6776,6796,000356F_DK2_H1.3,6796,7233,3071
000356F_DK2_H1,+,7289,7312,000356F_DK2_H1.4,7312,16810,7249
000356F_DK2_H1,+,7473,7493,000356F_DK2_H1.4,7493,16810,7249
000356F_DK2_H1,+,7974,7996,000356F_DK2_H1.4,7996,16810,7249
000356F_DK2_H1,+,8871,8891,000356F_DK2_H1.4,8891,16810,7249
000356F_DK2_H1,+,9139,9163,000356F_DK2_H1.4,9163,16810,7249
